z	aF	bF	cF	dF	eF
2.7325	0.249425	0.142454	0.560635	-0.054928	0.33738
2.73214	0.249327	0.14246	0.560502	-0.0549609	0.337216
2.73179	0.24923	0.142466	0.56037	-0.0549937	0.337052
2.73143	0.249133	0.142472	0.560237	-0.0550266	0.336887
2.73107	0.249035	0.142478	0.560104	-0.0550595	0.336723
2.73072	0.248938	0.142484	0.559972	-0.0550923	0.336559
2.73036	0.248841	0.14249	0.559839	-0.0551252	0.336395
2.73001	0.248743	0.142496	0.559706	-0.0551581	0.336231
2.72965	0.248646	0.142502	0.559574	-0.055191	0.336067
2.72929	0.248548	0.142508	0.559441	-0.0552239	0.335903
2.72894	0.248451	0.142514	0.559309	-0.0552568	0.335738
2.72858	0.248353	0.14252	0.559176	-0.0552897	0.335574
2.72822	0.248256	0.142526	0.559044	-0.0553226	0.33541
2.72787	0.248158	0.142532	0.558912	-0.0553555	0.335246
2.72751	0.248061	0.142538	0.558779	-0.0553885	0.335082
2.72715	0.247963	0.142544	0.558647	-0.0554214	0.334919
2.7268	0.247865	0.14255	0.558514	-0.0554544	0.334755
2.72644	0.247768	0.142556	0.558382	-0.0554873	0.334591
2.72608	0.24767	0.142562	0.55825	-0.0555203	0.334427
2.72572	0.247572	0.142568	0.558118	-0.0555533	0.334263
2.72537	0.247474	0.142574	0.557985	-0.0555862	0.334099
2.72501	0.247377	0.142581	0.557853	-0.0556192	0.333935
2.72465	0.247279	0.142587	0.557721	-0.0556522	0.333772
2.72429	0.247181	0.142593	0.557589	-0.0556852	0.333608
2.72394	0.247083	0.142599	0.557457	-0.0557182	0.333444
2.72358	0.246985	0.142605	0.557325	-0.0557512	0.333281
2.72322	0.246887	0.142611	0.557192	-0.0557843	0.333117
2.72286	0.246789	0.142617	0.55706	-0.0558173	0.332953
2.7225	0.246691	0.142623	0.556928	-0.0558503	0.33279
2.72214	0.246593	0.14263	0.556796	-0.0558834	0.332626
2.72178	0.246495	0.142636	0.556664	-0.0559164	0.332462
2.72143	0.246397	0.142642	0.556532	-0.0559495	0.332299
2.72107	0.246299	0.142648	0.5564	-0.0559825	0.332135
2.72071	0.246201	0.142655	0.556269	-0.0560156	0.331972
2.72035	0.246103	0.142661	0.556137	-0.0560487	0.331808
2.71999	0.246005	0.142667	0.556005	-0.0560818	0.331645
2.71963	0.245907	0.142673	0.555873	-0.0561149	0.331482
2.71927	0.245808	0.142679	0.555741	-0.056148	0.331318
2.71891	0.24571	0.142686	0.555609	-0.0561811	0.331155
2.71855	0.245612	0.142692	0.555478	-0.0562142	0.330992
2.71819	0.245514	0.142698	0.555346	-0.0562474	0.330828
2.71783	0.245415	0.142705	0.555214	-0.0562805	0.330665
2.71747	0.245317	0.142711	0.555083	-0.0563136	0.330502
2.71711	0.245218	0.142717	0.554951	-0.0563468	0.330338
2.71675	0.24512	0.142724	0.554819	-0.05638	0.330175
2.71639	0.245022	0.14273	0.554688	-0.0564131	0.330012
2.71603	0.244923	0.142736	0.554556	-0.0564463	0.329849
2.71567	0.244825	0.142743	0.554425	-0.0564795	0.329686
2.71531	0.244726	0.142749	0.554293	-0.0565127	0.329523
2.71495	0.244628	0.142755	0.554162	-0.0565459	0.329359
2.71459	0.244529	0.142762	0.55403	-0.0565791	0.329196
2.71423	0.244431	0.142768	0.553899	-0.0566123	0.329033
2.71386	0.244332	0.142775	0.553767	-0.0566455	0.32887
2.7135	0.244233	0.142781	0.553636	-0.0566787	0.328707
2.71314	0.244135	0.142788	0.553505	-0.056712	0.328544
2.71278	0.244036	0.142794	0.553373	-0.0567452	0.328381
2.71242	0.243937	0.142801	0.553242	-0.0567785	0.328218
2.71206	0.243838	0.142807	0.553111	-0.0568117	0.328056
2.71169	0.24374	0.142813	0.55298	-0.056845	0.327893
2.71133	0.243641	0.14282	0.552848	-0.0568783	0.32773
2.71097	0.243542	0.142827	0.552717	-0.0569116	0.327567
2.71061	0.243443	0.142833	0.552586	-0.0569449	0.327404
2.71024	0.243344	0.14284	0.552455	-0.0569782	0.327241
2.70988	0.243245	0.142846	0.552324	-0.0570115	0.327079
2.70952	0.243146	0.142853	0.552193	-0.0570448	0.326916
2.70916	0.243048	0.142859	0.552062	-0.0570781	0.326753
2.70879	0.242949	0.142866	0.551931	-0.0571115	0.32659
2.70843	0.24285	0.142872	0.5518	-0.0571448	0.326428
2.70807	0.24275	0.142879	0.551669	-0.0571782	0.326265
2.7077	0.242651	0.142886	0.551538	-0.0572115	0.326103
2.70734	0.242552	0.142892	0.551407	-0.0572449	0.32594
2.70698	0.242453	0.142899	0.551276	-0.0572783	0.325777
2.70661	0.242354	0.142906	0.551145	-0.0573117	0.325615
2.70625	0.242255	0.142912	0.551014	-0.0573451	0.325452
2.70589	0.242156	0.142919	0.550883	-0.0573785	0.32529
2.70552	0.242056	0.142926	0.550752	-0.0574119	0.325127
2.70516	0.241957	0.142932	0.550622	-0.0574453	0.324965
2.70479	0.241858	0.142939	0.550491	-0.0574787	0.324802
2.70443	0.241759	0.142946	0.55036	-0.0575122	0.32464
2.70407	0.241659	0.142952	0.550229	-0.0575456	0.324478
2.7037	0.24156	0.142959	0.550099	-0.057579	0.324315
2.70334	0.241461	0.142966	0.549968	-0.0576125	0.324153
2.70297	0.241361	0.142973	0.549837	-0.057646	0.323991
2.70261	0.241262	0.142979	0.549707	-0.0576795	0.323828
2.70224	0.241162	0.142986	0.549576	-0.0577129	0.323666
2.70188	0.241063	0.142993	0.549446	-0.0577464	0.323504
2.70151	0.240963	0.143	0.549315	-0.0577799	0.323342
2.70114	0.240864	0.143007	0.549185	-0.0578135	0.323179
2.70078	0.240764	0.143013	0.549054	-0.057847	0.323017
2.70041	0.240665	0.14302	0.548924	-0.0578805	0.322855
2.70005	0.240565	0.143027	0.548793	-0.057914	0.322693
2.69968	0.240465	0.143034	0.548663	-0.0579476	0.322531
2.69932	0.240366	0.143041	0.548533	-0.0579811	0.322369
2.69895	0.240266	0.143048	0.548402	-0.0580147	0.322207
2.69858	0.240166	0.143055	0.548272	-0.0580483	0.322045
2.69822	0.240067	0.143062	0.548142	-0.0580819	0.321883
2.69785	0.239967	0.143069	0.548011	-0.0581155	0.321721
2.69748	0.239867	0.143076	0.547881	-0.0581491	0.321559
2.69712	0.239767	0.143082	0.547751	-0.0581827	0.321397
2.69675	0.239667	0.143089	0.547621	-0.0582163	0.321235
2.69638	0.239567	0.143096	0.547491	-0.0582499	0.321073
2.69602	0.239468	0.143103	0.54736	-0.0582835	0.320911
2.69565	0.239368	0.14311	0.54723	-0.0583172	0.320749
2.69528	0.239268	0.143117	0.5471	-0.0583508	0.320587
2.69491	0.239168	0.143124	0.54697	-0.0583845	0.320426
2.69455	0.239068	0.143131	0.54684	-0.0584182	0.320264
2.69418	0.238968	0.143139	0.54671	-0.0584519	0.320102
2.69381	0.238868	0.143146	0.54658	-0.0584855	0.31994
2.69344	0.238768	0.143153	0.54645	-0.0585192	0.319779
2.69307	0.238667	0.14316	0.54632	-0.0585529	0.319617
2.69271	0.238567	0.143167	0.54619	-0.0585867	0.319455
2.69234	0.238467	0.143174	0.54606	-0.0586204	0.319294
2.69197	0.238367	0.143181	0.545931	-0.0586541	0.319132
2.6916	0.238267	0.143188	0.545801	-0.0586879	0.31897
2.69123	0.238166	0.143195	0.545671	-0.0587216	0.318809
2.69086	0.238066	0.143203	0.545541	-0.0587554	0.318647
2.69049	0.237966	0.14321	0.545411	-0.0587891	0.318486
2.69012	0.237866	0.143217	0.545282	-0.0588229	0.318324
2.68975	0.237765	0.143224	0.545152	-0.0588567	0.318163
2.68939	0.237665	0.143231	0.545022	-0.0588905	0.318001
2.68902	0.237564	0.143239	0.544893	-0.0589243	0.31784
2.68865	0.237464	0.143246	0.544763	-0.0589581	0.317678
2.68828	0.237364	0.143253	0.544633	-0.058992	0.317517
2.68791	0.237263	0.14326	0.544504	-0.0590258	0.317355
2.68754	0.237163	0.143268	0.544374	-0.0590596	0.317194
2.68717	0.237062	0.143275	0.544245	-0.0590935	0.317033
2.6868	0.236962	0.143282	0.544115	-0.0591274	0.316871
2.68642	0.236861	0.14329	0.543986	-0.0591612	0.31671
2.68605	0.23676	0.143297	0.543856	-0.0591951	0.316549
2.68568	0.23666	0.143304	0.543727	-0.059229	0.316388
2.68531	0.236559	0.143312	0.543597	-0.0592629	0.316226
2.68494	0.236458	0.143319	0.543468	-0.0592968	0.316065
2.68457	0.236358	0.143326	0.543339	-0.0593307	0.315904
2.6842	0.236257	0.143334	0.543209	-0.0593647	0.315743
2.68383	0.236156	0.143341	0.54308	-0.0593986	0.315582
2.68346	0.236055	0.143349	0.542951	-0.0594326	0.315421
2.68308	0.235955	0.143356	0.542822	-0.0594665	0.315259
2.68271	0.235854	0.143364	0.542692	-0.0595005	0.315098
2.68234	0.235753	0.143371	0.542563	-0.0595345	0.314937
2.68197	0.235652	0.143379	0.542434	-0.0595685	0.314776
2.6816	0.235551	0.143386	0.542305	-0.0596024	0.314615
2.68122	0.23545	0.143394	0.542176	-0.0596365	0.314454
2.68085	0.235349	0.143401	0.542047	-0.0596705	0.314293
2.68048	0.235248	0.143409	0.541918	-0.0597045	0.314132
2.68011	0.235147	0.143416	0.541789	-0.0597385	0.313971
2.67973	0.235046	0.143424	0.54166	-0.0597726	0.313811
2.67936	0.234945	0.143431	0.541531	-0.0598066	0.31365
2.67899	0.234844	0.143439	0.541402	-0.0598407	0.313489
2.67862	0.234743	0.143447	0.541273	-0.0598748	0.313328
2.67824	0.234642	0.143454	0.541144	-0.0599089	0.313167
2.67787	0.234541	0.143462	0.541015	-0.059943	0.313006
2.67749	0.234439	0.14347	0.540886	-0.0599771	0.312846
2.67712	0.234338	0.143477	0.540757	-0.0600112	0.312685
2.67675	0.234237	0.143485	0.540628	-0.0600453	0.312524
2.67637	0.234136	0.143493	0.5405	-0.0600794	0.312363
2.676	0.234034	0.1435	0.540371	-0.0601136	0.312203
2.67562	0.233933	0.143508	0.540242	-0.0601477	0.312042
2.67525	0.233832	0.143516	0.540113	-0.0601819	0.311881
2.67488	0.23373	0.143524	0.539985	-0.0602161	0.311721
2.6745	0.233629	0.143531	0.539856	-0.0602503	0.31156
2.67413	0.233527	0.143539	0.539727	-0.0602845	0.3114
2.67375	0.233426	0.143547	0.539599	-0.0603187	0.311239
2.67338	0.233324	0.143555	0.53947	-0.0603529	0.311078
2.673	0.233223	0.143563	0.539342	-0.0603871	0.310918
2.67263	0.233121	0.14357	0.539213	-0.0604214	0.310757
2.67225	0.23302	0.143578	0.539085	-0.0604556	0.310597
2.67187	0.232918	0.143586	0.538956	-0.0604899	0.310436
2.6715	0.232817	0.143594	0.538828	-0.0605241	0.310276
2.67112	0.232715	0.143602	0.538699	-0.0605584	0.310116
2.67075	0.232613	0.14361	0.538571	-0.0605927	0.309955
2.67037	0.232512	0.143618	0.538442	-0.060627	0.309795
2.66999	0.23241	0.143626	0.538314	-0.0606613	0.309634
2.66962	0.232308	0.143634	0.538186	-0.0606956	0.309474
2.66924	0.232206	0.143642	0.538057	-0.06073	0.309314
2.66887	0.232105	0.14365	0.537929	-0.0607643	0.309153
2.66849	0.232003	0.143658	0.537801	-0.0607986	0.308993
2.66811	0.231901	0.143666	0.537673	-0.060833	0.308833
2.66773	0.231799	0.143674	0.537544	-0.0608674	0.308673
2.66736	0.231697	0.143682	0.537416	-0.0609018	0.308512
2.66698	0.231595	0.14369	0.537288	-0.0609362	0.308352
2.6666	0.231493	0.143698	0.53716	-0.0609706	0.308192
2.66622	0.231391	0.143706	0.537032	-0.061005	0.308032
2.66585	0.231289	0.143714	0.536904	-0.0610394	0.307872
2.66547	0.231187	0.143722	0.536776	-0.0610738	0.307712
2.66509	0.231085	0.14373	0.536648	-0.0611083	0.307552
2.66471	0.230983	0.143738	0.53652	-0.0611427	0.307391
2.66433	0.230881	0.143747	0.536392	-0.0611772	0.307231
2.66396	0.230779	0.143755	0.536264	-0.0612117	0.307071
2.66358	0.230677	0.143763	0.536136	-0.0612462	0.306911
2.6632	0.230575	0.143771	0.536008	-0.0612807	0.306751
2.66282	0.230473	0.143779	0.53588	-0.0613152	0.306591
2.66244	0.23037	0.143788	0.535752	-0.0613497	0.306431
2.66206	0.230268	0.143796	0.535624	-0.0613842	0.306272
2.66168	0.230166	0.143804	0.535496	-0.0614188	0.306112
2.6613	0.230063	0.143812	0.535369	-0.0614533	0.305952
2.66092	0.229961	0.143821	0.535241	-0.0614879	0.305792
2.66054	0.229859	0.143829	0.535113	-0.0615225	0.305632
2.66016	0.229756	0.143837	0.534985	-0.0615571	0.305472
2.65978	0.229654	0.143846	0.534858	-0.0615917	0.305312
2.6594	0.229552	0.143854	0.53473	-0.0616263	0.305153
2.65902	0.229449	0.143863	0.534602	-0.0616609	0.304993
2.65864	0.229347	0.143871	0.534475	-0.0616955	0.304833
2.65826	0.229244	0.143879	0.534347	-0.0617302	0.304673
2.65788	0.229142	0.143888	0.53422	-0.0617648	0.304514
2.6575	0.229039	0.143896	0.534092	-0.0617995	0.304354
2.65712	0.228936	0.143905	0.533965	-0.0618342	0.304194
2.65674	0.228834	0.143913	0.533837	-0.0618689	0.304035
2.65636	0.228731	0.143922	0.53371	-0.0619036	0.303875
2.65598	0.228629	0.14393	0.533582	-0.0619383	0.303715
2.65559	0.228526	0.143939	0.533455	-0.061973	0.303556
2.65521	0.228423	0.143947	0.533327	-0.0620077	0.303396
2.65483	0.22832	0.143956	0.5332	-0.0620425	0.303237
2.65445	0.228218	0.143964	0.533073	-0.0620772	0.303077
2.65407	0.228115	0.143973	0.532945	-0.062112	0.302917
2.65368	0.228012	0.143982	0.532818	-0.0621468	0.302758
2.6533	0.227909	0.14399	0.532691	-0.0621816	0.302598
2.65292	0.227806	0.143999	0.532564	-0.0622164	0.302439
2.65254	0.227703	0.144008	0.532436	-0.0622512	0.30228
2.65215	0.227601	0.144016	0.532309	-0.062286	0.30212
2.65177	0.227498	0.144025	0.532182	-0.0623208	0.301961
2.65139	0.227395	0.144034	0.532055	-0.0623557	0.301801
2.651	0.227292	0.144042	0.531928	-0.0623906	0.301642
2.65062	0.227189	0.144051	0.531801	-0.0624254	0.301483
2.65024	0.227086	0.14406	0.531674	-0.0624603	0.301323
2.64985	0.226982	0.144069	0.531547	-0.0624952	0.301164
2.64947	0.226879	0.144077	0.53142	-0.0625301	0.301005
2.64909	0.226776	0.144086	0.531293	-0.062565	0.300845
2.6487	0.226673	0.144095	0.531166	-0.0626	0.300686
2.64832	0.22657	0.144104	0.531039	-0.0626349	0.300527
2.64793	0.226467	0.144113	0.530912	-0.0626699	0.300368
2.64755	0.226364	0.144122	0.530785	-0.0627048	0.300208
2.64716	0.22626	0.144131	0.530658	-0.0627398	0.300049
2.64678	0.226157	0.144139	0.530531	-0.0627748	0.29989
2.64639	0.226054	0.144148	0.530404	-0.0628098	0.299731
2.64601	0.22595	0.144157	0.530278	-0.0628448	0.299572
2.64562	0.225847	0.144166	0.530151	-0.0628798	0.299413
2.64524	0.225744	0.144175	0.530024	-0.0629149	0.299254
2.64485	0.22564	0.144184	0.529897	-0.0629499	0.299095
2.64447	0.225537	0.144193	0.529771	-0.062985	0.298936
2.64408	0.225433	0.144202	0.529644	-0.06302	0.298776
2.64369	0.22533	0.144211	0.529517	-0.0630551	0.298617
2.64331	0.225226	0.14422	0.529391	-0.0630902	0.298458
2.64292	0.225123	0.14423	0.529264	-0.0631253	0.2983
2.64254	0.225019	0.144239	0.529138	-0.0631605	0.298141
2.64215	0.224916	0.144248	0.529011	-0.0631956	0.297982
2.64176	0.224812	0.144257	0.528885	-0.0632307	0.297823
2.64137	0.224709	0.144266	0.528758	-0.0632659	0.297664
2.64099	0.224605	0.144275	0.528632	-0.0633011	0.297505
2.6406	0.224501	0.144284	0.528505	-0.0633363	0.297346
2.64021	0.224398	0.144294	0.528379	-0.0633715	0.297187
2.63983	0.224294	0.144303	0.528252	-0.0634067	0.297028
2.63944	0.22419	0.144312	0.528126	-0.0634419	0.29687
2.63905	0.224086	0.144321	0.528	-0.0634771	0.296711
2.63866	0.223982	0.144331	0.527873	-0.0635124	0.296552
2.63827	0.223879	0.14434	0.527747	-0.0635476	0.296393
2.63789	0.223775	0.144349	0.527621	-0.0635829	0.296234
2.6375	0.223671	0.144359	0.527495	-0.0636182	0.296076
2.63711	0.223567	0.144368	0.527368	-0.0636535	0.295917
2.63672	0.223463	0.144377	0.527242	-0.0636888	0.295758
2.63633	0.223359	0.144387	0.527116	-0.0637241	0.2956
2.63594	0.223255	0.144396	0.52699	-0.0637594	0.295441
2.63555	0.223151	0.144406	0.526864	-0.0637948	0.295282
2.63516	0.223047	0.144415	0.526738	-0.0638301	0.295124
2.63477	0.222943	0.144424	0.526611	-0.0638655	0.294965
2.63438	0.222839	0.144434	0.526485	-0.0639009	0.294807
2.63399	0.222735	0.144443	0.526359	-0.0639363	0.294648
2.6336	0.222631	0.144453	0.526233	-0.0639717	0.294489
2.63321	0.222526	0.144462	0.526107	-0.0640071	0.294331
2.63282	0.222422	0.144472	0.525981	-0.0640426	0.294172
2.63243	0.222318	0.144482	0.525856	-0.064078	0.294014
2.63204	0.222214	0.144491	0.52573	-0.0641135	0.293855
2.63165	0.22211	0.144501	0.525604	-0.0641489	0.293697
2.63126	0.222005	0.14451	0.525478	-0.0641844	0.293539
2.63087	0.221901	0.14452	0.525352	-0.0642199	0.29338
2.63048	0.221797	0.14453	0.525226	-0.0642554	0.293222
2.63009	0.221692	0.144539	0.5251	-0.064291	0.293063
2.6297	0.221588	0.144549	0.524975	-0.0643265	0.292905
2.6293	0.221483	0.144559	0.524849	-0.0643621	0.292747
2.62891	0.221379	0.144569	0.524723	-0.0643976	0.292588
2.62852	0.221275	0.144578	0.524598	-0.0644332	0.29243
2.62813	0.22117	0.144588	0.524472	-0.0644688	0.292272
2.62774	0.221066	0.144598	0.524346	-0.0645044	0.292113
2.62734	0.220961	0.144608	0.524221	-0.06454	0.291955
2.62695	0.220856	0.144618	0.524095	-0.0645757	0.291797
2.62656	0.220752	0.144627	0.52397	-0.0646113	0.291639
2.62617	0.220647	0.144637	0.523844	-0.064647	0.29148
2.62577	0.220543	0.144647	0.523718	-0.0646826	0.291322
2.62538	0.220438	0.144657	0.523593	-0.0647183	0.291164
2.62499	0.220333	0.144667	0.523468	-0.064754	0.291006
2.62459	0.220229	0.144677	0.523342	-0.0647897	0.290848
2.6242	0.220124	0.144687	0.523217	-0.0648255	0.29069
2.6238	0.220019	0.144697	0.523091	-0.0648612	0.290531
2.62341	0.219914	0.144707	0.522966	-0.064897	0.290373
2.62302	0.219809	0.144717	0.522841	-0.0649327	0.290215
2.62262	0.219705	0.144727	0.522715	-0.0649685	0.290057
2.62223	0.2196	0.144737	0.52259	-0.0650043	0.289899
2.62183	0.219495	0.144747	0.522465	-0.0650401	0.289741
2.62144	0.21939	0.144757	0.522339	-0.0650759	0.289583
2.62104	0.219285	0.144767	0.522214	-0.0651118	0.289425
2.62065	0.21918	0.144777	0.522089	-0.0651476	0.289267
2.62025	0.219075	0.144788	0.521964	-0.0651835	0.289109
2.61986	0.21897	0.144798	0.521839	-0.0652194	0.288951
2.61946	0.218865	0.144808	0.521714	-0.0652553	0.288793
2.61907	0.21876	0.144818	0.521588	-0.0652912	0.288635
2.61867	0.218655	0.144829	0.521463	-0.0653271	0.288477
2.61827	0.21855	0.144839	0.521338	-0.065363	0.28832
2.61788	0.218444	0.144849	0.521213	-0.065399	0.288162
2.61748	0.218339	0.144859	0.521088	-0.0654349	0.288004
2.61708	0.218234	0.14487	0.520963	-0.0654709	0.287846
2.61669	0.218129	0.14488	0.520838	-0.0655069	0.287688
2.61629	0.218024	0.14489	0.520713	-0.0655429	0.28753
2.61589	0.217918	0.144901	0.520588	-0.0655789	0.287373
2.6155	0.217813	0.144911	0.520464	-0.0656149	0.287215
2.6151	0.217708	0.144922	0.520339	-0.065651	0.287057
2.6147	0.217602	0.144932	0.520214	-0.065687	0.286899
2.6143	0.217497	0.144943	0.520089	-0.0657231	0.286742
2.61391	0.217392	0.144953	0.519964	-0.0657592	0.286584
2.61351	0.217286	0.144964	0.51984	-0.0657953	0.286426
2.61311	0.217181	0.144974	0.519715	-0.0658314	0.286268
2.61271	0.217075	0.144985	0.51959	-0.0658676	0.286111
2.61231	0.21697	0.144995	0.519465	-0.0659037	0.285953
2.61191	0.216864	0.145006	0.519341	-0.0659399	0.285796
2.61151	0.216759	0.145016	0.519216	-0.065976	0.285638
2.61112	0.216653	0.145027	0.519091	-0.0660122	0.28548
2.61072	0.216547	0.145038	0.518967	-0.0660484	0.285323
2.61032	0.216442	0.145048	0.518842	-0.0660847	0.285165
2.60992	0.216336	0.145059	0.518718	-0.0661209	0.285008
2.60952	0.21623	0.14507	0.518593	-0.0661571	0.28485
2.60912	0.216125	0.145081	0.518469	-0.0661934	0.284693
2.60872	0.216019	0.145091	0.518344	-0.0662297	0.284535
2.60832	0.215913	0.145102	0.51822	-0.066266	0.284378
2.60792	0.215807	0.145113	0.518095	-0.0663023	0.28422
2.60752	0.215702	0.145124	0.517971	-0.0663386	0.284063
2.60712	0.215596	0.145135	0.517847	-0.0663749	0.283905
2.60671	0.21549	0.145145	0.517722	-0.0664113	0.283748
2.60631	0.215384	0.145156	0.517598	-0.0664477	0.28359
2.60591	0.215278	0.145167	0.517474	-0.066484	0.283433
2.60551	0.215172	0.145178	0.517349	-0.0665204	0.283276
2.60511	0.215066	0.145189	0.517225	-0.0665569	0.283118
2.60471	0.21496	0.1452	0.517101	-0.0665933	0.282961
2.60431	0.214854	0.145211	0.516977	-0.0666297	0.282803
2.6039	0.214748	0.145222	0.516852	-0.0666662	0.282646
2.6035	0.214642	0.145233	0.516728	-0.0667027	0.282489
2.6031	0.214536	0.145244	0.516604	-0.0667391	0.282332
2.6027	0.21443	0.145255	0.51648	-0.0667756	0.282174
2.60229	0.214324	0.145266	0.516356	-0.0668122	0.282017
2.60189	0.214218	0.145278	0.516232	-0.0668487	0.28186
2.60149	0.214112	0.145289	0.516108	-0.0668852	0.281703
2.60108	0.214005	0.1453	0.515984	-0.0669218	0.281545
2.60068	0.213899	0.145311	0.51586	-0.0669584	0.281388
2.60028	0.213793	0.145322	0.515736	-0.066995	0.281231
2.59987	0.213687	0.145333	0.515612	-0.0670316	0.281074
2.59947	0.21358	0.145345	0.515488	-0.0670682	0.280917
2.59907	0.213474	0.145356	0.515364	-0.0671049	0.280759
2.59866	0.213368	0.145367	0.51524	-0.0671415	0.280602
2.59826	0.213261	0.145379	0.515116	-0.0671782	0.280445
2.59785	0.213155	0.14539	0.514992	-0.0672149	0.280288
2.59745	0.213048	0.145401	0.514869	-0.0672516	0.280131
2.59704	0.212942	0.145413	0.514745	-0.0672883	0.279974
2.59664	0.212835	0.145424	0.514621	-0.067325	0.279817
2.59623	0.212729	0.145436	0.514497	-0.0673618	0.27966
2.59583	0.212622	0.145447	0.514374	-0.0673985	0.279503
2.59542	0.212516	0.145459	0.51425	-0.0674353	0.279346
2.59501	0.212409	0.14547	0.514126	-0.0674721	0.279189
2.59461	0.212302	0.145482	0.514003	-0.0675089	0.279032
2.5942	0.212196	0.145493	0.513879	-0.0675458	0.278875
2.5938	0.212089	0.145505	0.513755	-0.0675826	0.278718
2.59339	0.211982	0.145516	0.513632	-0.0676195	0.278561
2.59298	0.211876	0.145528	0.513508	-0.0676564	0.278404
2.59258	0.211769	0.14554	0.513385	-0.0676933	0.278247
2.59217	0.211662	0.145551	0.513261	-0.0677302	0.27809
2.59176	0.211555	0.145563	0.513138	-0.0677671	0.277933
2.59135	0.211449	0.145575	0.513014	-0.067804	0.277776
2.59095	0.211342	0.145586	0.512891	-0.067841	0.27762
2.59054	0.211235	0.145598	0.512767	-0.067878	0.277463
2.59013	0.211128	0.14561	0.512644	-0.067915	0.277306
2.58972	0.211021	0.145622	0.512521	-0.067952	0.277149
2.58931	0.210914	0.145634	0.512397	-0.067989	0.276992
2.58891	0.210807	0.145645	0.512274	-0.068026	0.276835
2.5885	0.2107	0.145657	0.512151	-0.0680631	0.276679
2.58809	0.210593	0.145669	0.512028	-0.0681002	0.276522
2.58768	0.210486	0.145681	0.511904	-0.0681373	0.276365
2.58727	0.210379	0.145693	0.511781	-0.0681744	0.276208
2.58686	0.210272	0.145705	0.511658	-0.0682115	0.276052
2.58645	0.210165	0.145717	0.511535	-0.0682486	0.275895
2.58604	0.210058	0.145729	0.511412	-0.0682858	0.275738
2.58563	0.20995	0.145741	0.511288	-0.068323	0.275582
2.58522	0.209843	0.145753	0.511165	-0.0683601	0.275425
2.58481	0.209736	0.145765	0.511042	-0.0683973	0.275268
2.5844	0.209629	0.145777	0.510919	-0.0684346	0.275112
2.58399	0.209522	0.14579	0.510796	-0.0684718	0.274955
2.58358	0.209414	0.145802	0.510673	-0.0685091	0.274798
2.58317	0.209307	0.145814	0.51055	-0.0685463	0.274642
2.58276	0.2092	0.145826	0.510427	-0.0685836	0.274485
2.58235	0.209092	0.145838	0.510304	-0.0686209	0.274329
2.58193	0.208985	0.145851	0.510181	-0.0686583	0.274172
2.58152	0.208877	0.145863	0.510059	-0.0686956	0.274016
2.58111	0.20877	0.145875	0.509936	-0.068733	0.273859
2.5807	0.208662	0.145888	0.509813	-0.0687703	0.273702
2.58029	0.208555	0.1459	0.50969	-0.0688077	0.273546
2.57987	0.208447	0.145912	0.509567	-0.0688451	0.273389
2.57946	0.20834	0.145925	0.509444	-0.0688826	0.273233
2.57905	0.208232	0.145937	0.509322	-0.06892	0.273076
2.57863	0.208125	0.14595	0.509199	-0.0689575	0.27292
2.57822	0.208017	0.145962	0.509076	-0.068995	0.272764
2.57781	0.207909	0.145975	0.508954	-0.0690325	0.272607
2.57739	0.207802	0.145987	0.508831	-0.06907	0.272451
2.57698	0.207694	0.146	0.508708	-0.0691075	0.272294
2.57657	0.207586	0.146012	0.508586	-0.0691451	0.272138
2.57615	0.207478	0.146025	0.508463	-0.0691826	0.271982
2.57574	0.207371	0.146038	0.508341	-0.0692202	0.271825
2.57532	0.207263	0.14605	0.508218	-0.0692578	0.271669
2.57491	0.207155	0.146063	0.508095	-0.0692954	0.271512
2.57449	0.207047	0.146076	0.507973	-0.0693331	0.271356
2.57408	0.206939	0.146088	0.507851	-0.0693707	0.2712
2.57366	0.206831	0.146101	0.507728	-0.0694084	0.271044
2.57325	0.206723	0.146114	0.507606	-0.0694461	0.270887
2.57283	0.206615	0.146127	0.507483	-0.0694838	0.270731
2.57242	0.206507	0.14614	0.507361	-0.0695215	0.270575
2.572	0.206399	0.146153	0.507239	-0.0695593	0.270418
2.57158	0.206291	0.146165	0.507116	-0.069597	0.270262
2.57117	0.206183	0.146178	0.506994	-0.0696348	0.270106
2.57075	0.206075	0.146191	0.506872	-0.0696726	0.26995
2.57033	0.205967	0.146204	0.506749	-0.0697104	0.269793
2.56992	0.205859	0.146217	0.506627	-0.0697483	0.269637
2.5695	0.205751	0.14623	0.506505	-0.0697861	0.269481
2.56908	0.205643	0.146243	0.506383	-0.069824	0.269325
2.56867	0.205534	0.146256	0.506261	-0.0698619	0.269169
2.56825	0.205426	0.146269	0.506138	-0.0698998	0.269013
2.56783	0.205318	0.146283	0.506016	-0.0699377	0.268856
2.56741	0.20521	0.146296	0.505894	-0.0699756	0.2687
2.56699	0.205101	0.146309	0.505772	-0.0700136	0.268544
2.56657	0.204993	0.146322	0.50565	-0.0700516	0.268388
2.56616	0.204884	0.146335	0.505528	-0.0700896	0.268232
2.56574	0.204776	0.146349	0.505406	-0.0701276	0.268076
2.56532	0.204668	0.146362	0.505284	-0.0701656	0.26792
2.5649	0.204559	0.146375	0.505162	-0.0702037	0.267764
2.56448	0.204451	0.146389	0.50504	-0.0702418	0.267608
