j	t1(j)	t2(j)	t3(j)	t4(j)
1.9	1.08313	1.87863	2.56565	3.23462
1.91	1.09638	1.89756	2.58909	3.262
1.92	1.10961	1.91645	2.61247	3.28932
1.93	1.12283	1.93531	2.63579	3.31657
1.94	1.13603	1.95413	2.65906	3.34376
1.95	1.14921	1.97292	2.68228	3.3709
1.96	1.16237	1.99167	2.70544	3.39797
1.97	1.17552	2.01039	2.72855	3.42498
1.98	1.18866	2.02908	2.75161	3.45193
1.99	1.20178	2.04773	2.77462	3.47883
2	1.21488	2.06636	2.79758	3.50566
2.01	1.22797	2.08495	2.82049	3.53244
2.02	1.24105	2.10352	2.84336	3.55916
2.03	1.25412	2.12205	2.86617	3.58582
2.04	1.26717	2.14056	2.88894	3.61243
2.05	1.28021	2.15904	2.91167	3.63898
2.06	1.29324	2.1775	2.93435	3.66548
2.07	1.30626	2.19593	2.95699	3.69192
2.08	1.31927	2.21433	2.97958	3.71831
2.09	1.33227	2.23271	3.00214	3.74465
2.1	1.34526	2.25106	3.02465	3.77093
2.11	1.35824	2.2694	3.04712	3.79716
2.12	1.37121	2.2877	3.06955	3.82334
2.13	1.38417	2.30599	3.09195	3.84947
2.14	1.39713	2.32425	3.1143	3.87555
2.15	1.41008	2.3425	3.13662	3.90158
2.16	1.42302	2.36072	3.1589	3.92757
2.17	1.43595	2.37892	3.18114	3.9535
2.18	1.44887	2.3971	3.20335	3.97939
2.19	1.46179	2.41526	3.22552	4.00523
2.2	1.4747	2.4334	3.24766	4.03102
2.21	1.48761	2.45152	3.26976	4.05677
2.22	1.50051	2.46962	3.29183	4.08247
2.23	1.51341	2.48771	3.31387	4.10813
2.24	1.5263	2.50578	3.33587	4.13375
2.25	1.53919	2.52383	3.35785	4.15932
2.26	1.55207	2.54186	3.37979	4.18485
2.27	1.56495	2.55988	3.4017	4.21034
2.28	1.57782	2.57788	3.42358	4.23579
2.29	1.59069	2.59587	3.44543	4.26119
2.3	1.60356	2.61383	3.46725	4.28656
2.31	1.61642	2.63179	3.48904	4.31189
2.32	1.62928	2.64973	3.5108	4.33717
2.33	1.64214	2.66765	3.53254	4.36242
2.34	1.655	2.68556	3.55424	4.38763
2.35	1.66785	2.70346	3.57592	4.41281
2.36	1.68071	2.72134	3.59758	4.43794
2.37	1.69356	2.73921	3.6192	4.46304
2.38	1.7064	2.75707	3.64081	4.4881
2.39	1.71925	2.77491	3.66238	4.51313
2.4	1.7321	2.79274	3.68393	4.53812
2.41	1.74494	2.81056	3.70546	4.56308
2.42	1.75779	2.82837	3.72696	4.58801
2.43	1.77063	2.84616	3.74844	4.6129
2.44	1.78348	2.86395	3.76989	4.63775
2.45	1.79632	2.88172	3.79132	4.66258
2.46	1.80916	2.89948	3.81273	4.68737
2.47	1.82201	2.91723	3.83411	4.71213
2.48	1.83485	2.93497	3.85547	4.73685
2.49	1.8477	2.9527	3.87681	4.76155
2.5	1.86054	2.97041	3.89813	4.78622
2.51	1.87339	2.98812	3.91943	4.81085
2.52	1.88623	3.00582	3.94071	4.83546
2.53	1.89908	3.02351	3.96196	4.86004
2.54	1.91193	3.04119	3.9832	4.88458
2.55	1.92478	3.05886	4.00441	4.9091
2.56	1.93763	3.07652	4.02561	4.93359
2.57	1.95049	3.09417	4.04678	4.95805
2.58	1.96334	3.11181	4.06794	4.98249
2.59	1.9762	3.12945	4.08908	5.0069
2.6	1.98906	3.14707	4.1102	5.03128
2.61	2.00192	3.16469	4.1313	5.05563
2.62	2.01479	3.1823	4.15238	5.07996
2.63	2.02765	3.1999	4.17345	5.10426
2.64	2.04052	3.2175	4.19449	5.12853
2.65	2.0534	3.23509	4.21552	5.15278
2.66	2.06627	3.25267	4.23653	5.17701
2.67	2.07915	3.27024	4.25753	5.20121
