j	t1(j)	t2(j)	t3(j)	t4(j)
3.07	2.64525	4.62495	6.69254	8.80855
3.08	2.65579	4.63972	6.71141	8.8313
3.09	2.66634	4.6545	6.73027	8.85404
3.1	2.67691	4.66929	6.74914	8.87678
3.11	2.68749	4.68409	6.76801	8.89952
3.12	2.69808	4.69889	6.78689	8.92226
3.13	2.70868	4.7137	6.80577	8.945
3.14	2.7193	4.72852	6.82465	8.96773
3.15	2.72993	4.74335	6.84353	8.99046
3.16	2.74057	4.75819	6.86242	9.01319
3.17	2.75123	4.77304	6.88131	9.03592
3.18	2.7619	4.78789	6.9002	9.05865
3.19	2.77258	4.80275	6.91909	9.08138
3.2	2.78328	4.81762	6.93799	9.1041
3.21	2.79399	4.8325	6.95689	9.12683
3.22	2.80471	4.84739	6.9758	9.14955
3.23	2.81545	4.86229	6.99471	9.17227
3.24	2.8262	4.87719	7.01362	9.19499
3.25	2.83696	4.8921	7.03253	9.21771
3.26	2.84774	4.90702	7.05145	9.24042
3.27	2.85853	4.92195	7.07038	9.26314
3.28	2.86933	4.93689	7.0893	9.28585
3.29	2.88015	4.95184	7.10823	9.30857
3.3	2.89098	4.96679	7.12716	9.33128
3.31	2.90183	4.98176	7.1461	9.35399
3.32	2.91268	4.99673	7.16504	9.37671
3.33	2.92355	5.01171	7.18398	9.39942
3.34	2.93444	5.0267	7.20293	9.42213
3.35	2.94533	5.0417	7.22188	9.44484
3.36	2.95625	5.05671	7.24083	9.46754
3.37	2.96717	5.07172	7.25979	9.49025
3.38	2.97811	5.08675	7.27875	9.51296
3.39	2.98906	5.10178	7.29772	9.53567
3.4	3.00002	5.11682	7.31669	9.55837
3.41	3.011	5.13188	7.33566	9.58108
3.42	3.022	5.14694	7.35464	9.60379
3.43	3.033	5.162	7.37362	9.62649
3.44	3.04402	5.17708	7.3926	9.6492
3.45	3.05505	5.19217	7.41159	9.6719
3.46	3.0661	5.20726	7.43059	9.69461
3.47	3.07716	5.22237	7.44959	9.71731
3.48	3.08823	5.23748	7.46859	9.74001
3.49	3.09932	5.2526	7.48759	9.76272
3.5	3.11042	5.26773	7.5066	9.78542
3.51	3.12153	5.28287	7.52562	9.80813
3.52	3.13266	5.29802	7.54464	9.83083
3.53	3.1438	5.31318	7.56366	9.85354
3.54	3.15496	5.32834	7.58268	9.87624
3.55	3.16613	5.34352	7.60172	9.89895
3.56	3.17731	5.3587	7.62075	9.92165
3.57	3.1885	5.3739	7.63979	9.94436
3.58	3.19971	5.3891	7.65884	9.96706
3.59	3.21094	5.40431	7.67789	9.98977
3.6	3.22217	5.41953	7.69694	10.0125
3.61	3.23342	5.43476	7.716	10.0352
3.62	3.24469	5.45	7.73506	10.0579
3.63	3.25596	5.46525	7.75413	10.0806
3.64	3.26726	5.48051	7.7732	10.1033
3.65	3.27856	5.49577	7.79227	10.126
3.66	3.28988	5.51105	7.81135	10.1487
3.67	3.30121	5.52633	7.83044	10.1714
3.68	3.31256	5.54163	7.84953	10.1941
