j	t1(j)	t2(j)	t3(j)	t4(j)
3.53	2.95478	5.03142	7.17937	9.36194
3.54	2.96523	5.0456	7.19712	9.38305
3.55	2.9757	5.0598	7.21487	9.40416
3.56	2.98618	5.074	7.23262	9.42526
3.57	2.99667	5.08821	7.25037	9.44637
3.58	3.00718	5.10243	7.26814	9.46749
3.59	3.0177	5.11665	7.2859	9.4886
3.6	3.02823	5.13089	7.30368	9.50971
3.61	3.03877	5.14514	7.32145	9.53083
3.62	3.04933	5.15939	7.33923	9.55195
3.63	3.0599	5.17365	7.35702	9.57306
3.64	3.07048	5.18793	7.37481	9.59418
3.65	3.08107	5.20221	7.39261	9.6153
3.66	3.09168	5.2165	7.41041	9.63643
3.67	3.1023	5.2308	7.42822	9.65755
3.68	3.11294	5.24511	7.44603	9.67868
3.69	3.12359	5.25942	7.46384	9.6998
3.7	3.13425	5.27375	7.48166	9.72093
3.71	3.14492	5.28808	7.49949	9.74206
3.72	3.1556	5.30243	7.51732	9.7632
3.73	3.1663	5.31678	7.53516	9.78433
3.74	3.17701	5.33114	7.553	9.80547
3.75	3.18774	5.34551	7.57085	9.8266
3.76	3.19848	5.35989	7.5887	9.84774
3.77	3.20923	5.37428	7.60656	9.86888
3.78	3.21999	5.38868	7.62442	9.89003
3.79	3.23077	5.40309	7.64229	9.91117
3.8	3.24156	5.4175	7.66016	9.93232
3.81	3.25236	5.43193	7.67804	9.95347
3.82	3.26317	5.44636	7.69592	9.97462
3.83	3.274	5.46081	7.71381	9.99577
3.84	3.28484	5.47526	7.7317	10.0169
3.85	3.2957	5.48972	7.7496	10.0381
3.86	3.30656	5.50419	7.76751	10.0592
3.87	3.31744	5.51867	7.78542	10.0804
3.88	3.32833	5.53316	7.80333	10.1016
3.89	3.33924	5.54766	7.82125	10.1227
3.9	3.35016	5.56217	7.83918	10.1439
3.91	3.36109	5.57668	7.85711	10.1651
3.92	3.37203	5.59121	7.87505	10.1862
3.93	3.38299	5.60574	7.89299	10.2074
3.94	3.39396	5.62029	7.91094	10.2286
3.95	3.40494	5.63484	7.92889	10.2498
3.96	3.41594	5.6494	7.94685	10.2709
3.97	3.42695	5.66397	7.96482	10.2921
3.98	3.43797	5.67855	7.98279	10.3133
3.99	3.449	5.69314	8.00076	10.3345
4	3.46005	5.70774	8.01874	10.3557
4.01	3.47111	5.72235	8.03673	10.3769
4.02	3.48218	5.73697	8.05472	10.3981
4.03	3.49327	5.75159	8.07272	10.4193
4.04	3.50437	5.76623	8.09072	10.4405
4.05	3.51548	5.78088	8.10873	10.4617
4.06	3.5266	5.79553	8.12675	10.4829
4.07	3.53774	5.81019	8.14477	10.5041
4.08	3.54889	5.82486	8.16279	10.5253
4.09	3.56005	5.83955	8.18082	10.5465
4.1	3.57123	5.85424	8.19886	10.5677
