j	t1(j)	t2(j)	t3(j)	t4(j)
2.74	2.58254	3.64877	4.53716	5.37858
2.75	2.60088	3.66983	4.56026	5.40344
2.76	2.61922	3.69089	4.58336	5.42829
2.77	2.63756	3.71193	4.60644	5.45312
2.78	2.65589	3.73297	4.62952	5.47795
2.79	2.67422	3.75401	4.65258	5.50276
2.8	2.69254	3.77503	4.67564	5.52756
2.81	2.71087	3.79605	4.69869	5.55236
2.82	2.72919	3.81707	4.72172	5.57714
2.83	2.7475	3.83807	4.74475	5.60191
2.84	2.76582	3.85907	4.76777	5.62667
2.85	2.78413	3.88006	4.79078	5.65142
2.86	2.80244	3.90104	4.81379	5.67616
2.87	2.82074	3.92202	4.83678	5.70089
2.88	2.83905	3.94299	4.85976	5.72561
2.89	2.85735	3.96395	4.88274	5.75032
2.9	2.87564	3.98491	4.9057	5.77502
2.91	2.89394	4.00586	4.92866	5.79971
2.92	2.91223	4.0268	4.95161	5.82439
2.93	2.93052	4.04774	4.97455	5.84906
2.94	2.9488	4.06867	4.99748	5.87371
2.95	2.96709	4.08959	5.02041	5.89836
2.96	2.98537	4.1105	5.04332	5.923
2.97	3.00365	4.13141	5.06623	5.94763
2.98	3.02192	4.15232	5.08912	5.97225
2.99	3.04019	4.17321	5.11201	5.99686
3	3.05846	4.1941	5.13489	6.02146
3.01	3.07673	4.21498	5.15776	6.04605
3.02	3.09499	4.23586	5.18063	6.07063
3.03	3.11326	4.25673	5.20348	6.0952
3.04	3.13151	4.27759	5.22633	6.11976
3.05	3.14977	4.29845	5.24917	6.14431
3.06	3.16802	4.3193	5.272	6.16885
3.07	3.18628	4.34015	5.29482	6.19338
3.08	3.20452	4.36098	5.31764	6.2179
3.09	3.22277	4.38182	5.34044	6.24241
3.1	3.24101	4.40264	5.36324	6.26692
3.11	3.25926	4.42346	5.38603	6.29141
3.12	3.27749	4.44428	5.40881	6.31589
3.13	3.29573	4.46508	5.43159	6.34037
3.14	3.31396	4.48588	5.45435	6.36484
3.15	3.3322	4.50668	5.47711	6.38929
3.16	3.35042	4.52747	5.49986	6.41374
3.17	3.36865	4.54825	5.5226	6.43818
3.18	3.38688	4.56903	5.54534	6.46261
3.19	3.4051	4.5898	5.56806	6.48703
3.2	3.42332	4.61057	5.59078	6.51144
3.21	3.44153	4.63133	5.61349	6.53584
3.22	3.45975	4.65208	5.6362	6.56023
3.23	3.47796	4.67283	5.65889	6.58461
3.24	3.49617	4.69357	5.68158	6.60899
3.25	3.51438	4.7143	5.70426	6.63335
3.26	3.53258	4.73503	5.72694	6.65771
3.27	3.55078	4.75576	5.7496	6.68206
3.28	3.56899	4.77648	5.77226	6.7064
3.29	3.58718	4.79719	5.79491	6.73073
3.3	3.60538	4.8179	5.81756	6.75505
3.31	3.62357	4.8386	5.84019	6.77936
3.32	3.64176	4.8593	5.86282	6.80367
3.33	3.65995	4.87999	5.88544	6.82796
3.34	3.67814	4.90067	5.90806	6.85225
3.35	3.69633	4.92135	5.93066	6.87653
3.36	3.71451	4.94202	5.95326	6.9008
3.37	3.73269	4.96269	5.97586	6.92506
3.38	3.75087	4.98336	5.99844	6.94931
3.39	3.76904	5.00401	6.02102	6.97356
3.4	3.78722	5.02466	6.04359	6.99779
3.41	3.80539	5.04531	6.06615	7.02202
3.42	3.82356	5.06595	6.08871	7.04624
3.43	3.84173	5.08659	6.11126	7.07045
3.44	3.85989	5.10722	6.1338	7.09465
3.45	3.87806	5.12784	6.15634	7.11885
3.46	3.89622	5.14846	6.17887	7.14303
3.47	3.91438	5.16908	6.20139	7.16721
3.48	3.93253	5.18969	6.22391	7.19138
3.49	3.95069	5.21029	6.24641	7.21554
3.5	3.96884	5.23089	6.26891	7.2397
3.51	3.98699	5.25148	6.29141	7.26384
3.52	4.00514	5.27207	6.3139	7.28798
3.53	4.02329	5.29265	6.33638	7.31211
3.54	4.04143	5.31323	6.35885	7.33623
3.55	4.05958	5.33381	6.38132	7.36034
3.56	4.07772	5.35437	6.40378	7.38445
3.57	4.09586	5.37494	6.42623	7.40855
3.58	4.11399	5.39549	6.44868	7.43263
3.59	4.13213	5.41605	6.47112	7.45672
3.6	4.15026	5.4366	6.49356	7.48079
3.61	4.16839	5.45714	6.51598	7.50486
3.62	4.18652	5.47768	6.5384	7.52891
3.63	4.20465	5.49821	6.56082	7.55296
3.64	4.22277	5.51874	6.58323	7.57701
3.65	4.2409	5.53926	6.60563	7.60104
3.66	4.25902	5.55978	6.62802	7.62507
3.67	4.27714	5.58029	6.65041	7.64909
3.68	4.29526	5.6008	6.6728	7.6731
3.69	4.31337	5.6213	6.69517	7.69711
3.7	4.33149	5.6418	6.71754	7.7211
3.71	4.3496	5.6623	6.7399	7.74509
3.72	4.36771	5.68279	6.76226	7.76907
3.73	4.38582	5.70327	6.78461	7.79305
3.74	4.40392	5.72375	6.80696	7.81702
3.75	4.42203	5.74423	6.82929	7.84097
