A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-78.74	-3.54541e-36	123.455	101.613	-3.5675e-36	-1.50466	-2.2025	-3.59e-36	-5.81977e-05	0.0201108	6.78085e-05
-78.73	-3.58127e-36	123.44	101.591	-3.60358e-36	-1.50466	-2.2023	-3.62631e-36	-5.82122e-05	0.0201115	6.77617e-05
-78.72	-3.61749e-36	123.425	101.569	-3.64003e-36	-1.50467	-2.2021	-3.66299e-36	-5.82268e-05	0.0201121	6.76884e-05
-78.71	-3.65407e-36	123.41	101.547	-3.67684e-36	-1.50467	-2.2019	-3.70004e-36	-5.82413e-05	0.0201128	6.75962e-05
-78.7	-3.69103e-36	123.395	101.525	-3.71403e-36	-1.50467	-2.2017	-3.73746e-36	-5.82559e-05	0.0201135	6.75774e-05
-78.69	-3.72835e-36	123.38	101.503	-3.75159e-36	-1.50467	-2.20149	-3.77526e-36	-5.82705e-05	0.0201142	6.75732e-05
-78.68	-3.76606e-36	123.365	101.481	-3.78953e-36	-1.50467	-2.20129	-3.81345e-36	-5.8285e-05	0.0201149	6.76847e-05
-78.67	-3.80415e-36	123.35	101.459	-3.82786e-36	-1.50467	-2.20109	-3.85202e-36	-5.82996e-05	0.0201155	6.78067e-05
-78.66	-3.84262e-36	123.335	101.436	-3.86658e-36	-1.50467	-2.20089	-3.89098e-36	-5.83142e-05	0.0201162	6.78913e-05
-78.65	-3.88148e-36	123.32	101.414	-3.90568e-36	-1.50467	-2.20069	-3.93034e-36	-5.83288e-05	0.0201169	6.78745e-05
-78.64	-3.92073e-36	123.305	101.392	-3.94518e-36	-1.50467	-2.20049	-3.97009e-36	-5.83434e-05	0.0201176	6.78071e-05
-78.63	-3.96038e-36	123.29	101.37	-3.98509e-36	-1.50467	-2.20029	-4.01025e-36	-5.8358e-05	0.0201182	6.77376e-05
-78.62	-4.00044e-36	123.275	101.348	-4.02539e-36	-1.50467	-2.20009	-4.05081e-36	-5.83726e-05	0.0201189	6.76587e-05
-78.61	-4.04089e-36	123.26	101.326	-4.0661e-36	-1.50467	-2.19989	-4.09179e-36	-5.83872e-05	0.0201196	6.76489e-05
-78.6	-4.08176e-36	123.245	101.304	-4.10723e-36	-1.50467	-2.19968	-4.13317e-36	-5.84018e-05	0.0201203	6.77398e-05
-78.59	-4.12304e-36	123.23	101.282	-4.14877e-36	-1.50467	-2.19948	-4.17498e-36	-5.84165e-05	0.020121	6.7854e-05
-78.58	-4.16474e-36	123.215	101.26	-4.19073e-36	-1.50467	-2.19928	-4.21721e-36	-5.84311e-05	0.0201216	6.79604e-05
