z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.5333	8.54312	296.295	296.299	302.57	4.49851e+27	1.06745e+162
8.53273	8.54255	296.255	296.259	302.53	4.45399e+27	1.01544e+162
8.53216	8.54198	296.215	296.219	302.489	4.40992e+27	9.65963e+161
8.53158	8.5414	296.175	296.179	302.449	4.36628e+27	9.18898e+161
8.53101	8.54083	296.135	296.138	302.409	4.32308e+27	8.74127e+161
8.53044	8.54026	296.094	296.098	302.369	4.2803e+27	8.31536e+161
8.52987	8.53969	296.054	296.058	302.329	4.23795e+27	7.91021e+161
8.52929	8.53911	296.014	296.018	302.289	4.19601e+27	7.5248e+161
8.52872	8.53854	295.974	295.978	302.249	4.15449e+27	7.15817e+161
8.52815	8.53797	295.934	295.938	302.208	4.11339e+27	6.8094e+161
8.52757	8.53739	295.894	295.897	302.168	4.07268e+27	6.47763e+161
8.527	8.53682	295.853	295.857	302.128	4.03238e+27	6.16201e+161
8.52643	8.53625	295.813	295.817	302.088	3.99248e+27	5.86178e+161
8.52586	8.53568	295.773	295.777	302.048	3.95298e+27	5.57618e+161
8.52528	8.5351	295.733	295.737	302.008	3.91386e+27	5.30449e+161
8.52471	8.53453	295.693	295.697	301.968	3.87513e+27	5.04604e+161
8.52414	8.53396	295.653	295.656	301.927	3.83679e+27	4.80018e+161
8.52356	8.53338	295.612	295.616	301.887	3.79882e+27	4.5663e+161
8.52299	8.53281	295.572	295.576	301.847	3.76124e+27	4.34381e+161
8.52242	8.53224	295.532	295.536	301.807	3.72402e+27	4.13217e+161
8.52184	8.53166	295.492	295.496	301.767	3.68717e+27	3.93084e+161
8.52127	8.53109	295.452	295.456	301.727	3.65068e+27	3.73932e+161
8.5207	8.53052	295.412	295.415	301.687	3.61456e+27	3.55712e+161
8.52012	8.52994	295.372	295.375	301.646	3.57879e+27	3.38381e+161
8.51955	8.52937	295.331	295.335	301.606	3.54338e+27	3.21894e+161
8.51898	8.5288	295.291	295.295	301.566	3.50832e+27	3.0621e+161
8.5184	8.52822	295.251	295.255	301.526	3.47361e+27	2.91291e+161
8.51783	8.52765	295.211	295.215	301.486	3.43924e+27	2.77098e+161
8.51726	8.52707	295.171	295.175	301.446	3.4052e+27	2.63597e+161
8.51668	8.5265	295.131	295.134	301.406	3.37151e+27	2.50754e+161
8.51611	8.52593	295.09	295.094	301.365	3.33815e+27	2.38536e+161
8.51554	8.52535	295.05	295.054	301.325	3.30512e+27	2.26914e+161
8.51496	8.52478	295.01	295.014	301.285	3.27241e+27	2.15858e+161
8.51439	8.52421	294.97	294.974	301.245	3.24003e+27	2.05341e+161
8.51382	8.52363	294.93	294.934	301.205	3.20797e+27	1.95336e+161
8.51324	8.52306	294.89	294.893	301.165	3.17623e+27	1.85819e+161
8.51267	8.52248	294.849	294.853	301.125	3.1448e+27	1.76765e+161
8.5121	8.52191	294.809	294.813	301.084	3.11369e+27	1.68153e+161
8.51152	8.52134	294.769	294.773	301.044	3.08288e+27	1.5996e+161
