A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-0.5	-0.254893	4.07667	1.63332	-0.34209	-1.73773	-0.333161	-0.449197	0.0251965	0.195983	-0.0545114
-0.49	-0.258336	4.0593	1.63	-0.346597	-1.73744	-0.331204	-0.452087	0.0323962	0.19525	-0.0792158
-0.48	-0.261825	4.04192	1.62669	-0.351131	-1.73708	-0.329256	-0.45478	0.0398736	0.194264	-0.105195
-0.47	-0.265359	4.02456	1.62341	-0.355692	-1.73665	-0.32732	-0.457263	0.0476346	0.193011	-0.132486
-0.46	-0.268939	4.00719	1.62015	-0.360276	-1.73613	-0.325397	-0.459522	0.0556853	0.191478	-0.16112
-0.45	-0.272565	3.98983	1.6169	-0.364882	-1.73553	-0.323491	-0.461542	0.0640313	0.189652	-0.191132
-0.44	-0.276237	3.97248	1.61368	-0.369506	-1.73485	-0.321605	-0.463307	0.0726786	0.187519	-0.222552
-0.43	-0.279955	3.95514	1.61047	-0.374147	-1.73408	-0.319742	-0.464804	0.0816325	0.185065	-0.25541
-0.42	-0.28372	3.9378	1.60728	-0.378801	-1.73321	-0.317905	-0.466014	0.0908983	0.182276	-0.289732
-0.41	-0.287531	3.92047	1.60411	-0.383466	-1.73226	-0.316098	-0.466923	0.100481	0.179137	-0.325542
-0.4	-0.291389	3.90316	1.60096	-0.388139	-1.7312	-0.314323	-0.467514	0.110386	0.175634	-0.362863
-0.39	-0.295294	3.88585	1.59783	-0.392815	-1.73005	-0.312586	-0.46777	0.120618	0.171751	-0.401711
-0.38	-0.299245	3.86855	1.59471	-0.397493	-1.72879	-0.31089	-0.467673	0.13118	0.167473	-0.442102
-0.37	-0.303244	3.85127	1.59161	-0.402167	-1.72742	-0.309238	-0.467207	0.142077	0.162786	-0.484046
-0.36	-0.307289	3.83401	1.58852	-0.406836	-1.72595	-0.307635	-0.466354	0.153312	0.157673	-0.527548
-0.35	-0.31138	3.81675	1.58545	-0.411493	-1.72436	-0.306086	-0.465097	0.164889	0.15212	-0.57261
-0.34	-0.315518	3.79952	1.5824	-0.416136	-1.72265	-0.304595	-0.463417	0.17681	0.146112	-0.619225
-0.33	-0.319703	3.7823	1.57936	-0.42076	-1.72082	-0.303165	-0.461298	0.189078	0.139632	-0.667383
-0.32	-0.323934	3.7651	1.57634	-0.425361	-1.71887	-0.301804	-0.458721	0.201694	0.132666	-0.717067
-0.31	-0.32821	3.74793	1.57333	-0.429933	-1.71678	-0.300514	-0.455669	0.214659	0.125199	-0.768251
-0.3	-0.332532	3.73077	1.57033	-0.434472	-1.71457	-0.299301	-0.452126	0.227974	0.117217	-0.820903
-0.29	-0.336899	3.71363	1.56734	-0.438974	-1.71222	-0.298171	-0.448074	0.241639	0.108706	-0.874982
-0.28	-0.341311	3.69652	1.56436	-0.443432	-1.70974	-0.297129	-0.443497	0.255653	0.099651	-0.930438
-0.27	-0.345768	3.67944	1.5614	-0.447842	-1.70711	-0.29618	-0.438378	0.270015	0.0900399	-0.98721
-0.26	-0.350268	3.66238	1.55844	-0.452198	-1.70434	-0.29533	-0.432703	0.284722	0.07986	-1.04523
-0.25	-0.354812	3.64535	1.55549	-0.456494	-1.70141	-0.294585	-0.426457	0.299772	0.0690995	-1.10442
-0.24	-0.359398	3.62836	1.55255	-0.460725	-1.69834	-0.29395	-0.419626	0.315161	0.0577478	-1.16467
-0.23	-0.364026	3.61139	1.54961	-0.464885	-1.69511	-0.293432	-0.412198	0.330884	0.0457949	-1.2259
-0.22	-0.368695	3.59445	1.54668	-0.468967	-1.69172	-0.293036	-0.404159	0.346935	0.0332322	-1.28798
-0.21	-0.373405	3.57755	1.54375	-0.472966	-1.68817	-0.292769	-0.395499	0.363309	0.0200522	-1.35077
-0.2	-0.378154	3.56069	1.54082	-0.476875	-1.68445	-0.292637	-0.38621	0.379998	0.006249	-1.41414
-0.19	-0.382942	3.54387	1.5379	-0.480688	-1.68057	-0.292646	-0.376282	0.396993	-0.00818195	-1.47792
-0.18	-0.387768	3.52708	1.53497	-0.484398	-1.67651	-0.292803	-0.365709	0.414284	-0.0232434	-1.54192
-0.17	-0.39263	3.51034	1.53204	-0.488	-1.67228	-0.293113	-0.354486	0.431862	-0.0389361	-1.60597
-0.16	-0.397527	3.49363	1.52911	-0.491486	-1.66787	-0.293584	-0.34261	0.449715	-0.055259	-1.66984
-0.15	-0.402459	3.47698	1.52617	-0.49485	-1.66329	-0.294221	-0.330079	0.46783	-0.0722087	-1.73332
-0.14	-0.407424	3.46037	1.52322	-0.498085	-1.65852	-0.29503	-0.316894	0.486193	-0.0897794	-1.79614
-0.13	-0.41242	3.44381	1.52027	-0.501185	-1.65356	-0.296018	-0.303058	0.50479	-0.107963	-1.85805
-0.12	-0.417447	3.4273	1.5173	-0.504144	-1.64842	-0.297191	-0.288574	0.523604	-0.126747	-1.91876
-0.11	-0.422503	3.41084	1.51432	-0.506955	-1.64309	-0.298555	-0.273451	0.542619	-0.146119	-1.97797
-0.1	-0.427586	3.39444	1.51133	-0.509611	-1.63757	-0.300116	-0.257698	0.561816	-0.166062	-2.03535
-0.09	-0.432694	3.37809	1.50832	-0.512107	-1.63185	-0.301878	-0.241325	0.581176	-0.186553	-2.09056
-0.08	-0.437827	3.3618	1.50529	-0.514436	-1.62594	-0.303848	-0.224349	0.600678	-0.20757	-2.14324
