j	t1(j)	t2(j)	t3(j)	t4(j)
3.49	0.601641	2.04557	3.41778	4.77651
3.5	0.600827	2.04587	3.41884	4.77805
3.51	0.60001	2.04617	3.4199	4.77957
3.52	0.59919	2.04646	3.42094	4.78109
3.53	0.598366	2.04674	3.42199	4.7826
3.54	0.597538	2.04702	3.42302	4.78411
3.55	0.596708	2.04729	3.42405	4.78561
3.56	0.595873	2.04755	3.42507	4.7871
3.57	0.595036	2.04781	3.42609	4.78859
3.58	0.594195	2.04806	3.4271	4.79007
3.59	0.593351	2.04831	3.4281	4.79154
3.6	0.592504	2.04855	3.4291	4.79301
3.61	0.591653	2.04879	3.43009	4.79447
3.62	0.590799	2.04902	3.43108	4.79593
3.63	0.589942	2.04924	3.43206	4.79737
3.64	0.589082	2.04946	3.43303	4.79882
3.65	0.588218	2.04967	3.43399	4.80025
3.66	0.587352	2.04988	3.43495	4.80168
3.67	0.586482	2.05008	3.43591	4.80311
3.68	0.585609	2.05027	3.43686	4.80452
3.69	0.584733	2.05046	3.4378	4.80593
3.7	0.583854	2.05065	3.43873	4.80734
3.71	0.582972	2.05083	3.43966	4.80874
3.72	0.582087	2.051	3.44059	4.81013
3.73	0.581199	2.05117	3.4415	4.81152
3.74	0.580308	2.05133	3.44242	4.8129
3.75	0.579413	2.05148	3.44332	4.81427
3.76	0.578516	2.05163	3.44422	4.81564
3.77	0.577616	2.05178	3.44511	4.817
3.78	0.576713	2.05192	3.446	4.81836
3.79	0.575808	2.05205	3.44688	4.81971
3.8	0.574899	2.05218	3.44776	4.82105
3.81	0.573987	2.0523	3.44863	4.82239
3.82	0.573073	2.05242	3.44949	4.82372
3.83	0.572156	2.05253	3.45035	4.82505
3.84	0.571235	2.05264	3.4512	4.82637
3.85	0.570313	2.05274	3.45204	4.82768
3.86	0.569387	2.05284	3.45288	4.82899
3.87	0.568459	2.05293	3.45372	4.8303
3.88	0.567528	2.05302	3.45455	4.83159
3.89	0.566594	2.0531	3.45537	4.83288
3.9	0.565657	2.05317	3.45619	4.83417
