j	t1(j)	t2(j)	t3(j)	t4(j)
3.44	-5.85278	-2.80909	-0.506404	1.26792
3.45	-5.8798	-2.8296	-0.521911	1.25497
3.46	-5.90681	-2.85012	-0.537426	1.24201
3.47	-5.93383	-2.87064	-0.552949	1.22904
3.48	-5.96084	-2.89118	-0.568479	1.21607
3.49	-5.98786	-2.91172	-0.584017	1.20309
3.5	-6.01487	-2.93227	-0.599563	1.1901
3.51	-6.04188	-2.95282	-0.615117	1.17711
3.52	-6.06889	-2.97339	-0.630678	1.16411
3.53	-6.0959	-2.99396	-0.646246	1.1511
3.54	-6.1229	-3.01453	-0.661822	1.13809
3.55	-6.14991	-3.03512	-0.677405	1.12507
3.56	-6.17691	-3.05571	-0.692996	1.11205
3.57	-6.20391	-3.0763	-0.708594	1.09902
3.58	-6.23092	-3.09691	-0.724199	1.08598
3.59	-6.25792	-3.11752	-0.739812	1.07294
3.6	-6.28491	-3.13814	-0.755432	1.05989
3.61	-6.31191	-3.15876	-0.771059	1.04684
3.62	-6.33891	-3.17939	-0.786693	1.03378
3.63	-6.3659	-3.20003	-0.802334	1.02072
3.64	-6.39289	-3.22068	-0.817982	1.00765
3.65	-6.41988	-3.24133	-0.833637	0.99457
3.66	-6.44687	-3.26199	-0.8493	0.981489
3.67	-6.47386	-3.28265	-0.864969	0.968401
3.68	-6.50085	-3.30332	-0.880645	0.955309
3.69	-6.52783	-3.324	-0.896328	0.942211
3.7	-6.55482	-3.34468	-0.912018	0.929108
3.71	-6.5818	-3.36537	-0.927715	0.915999
3.72	-6.60878	-3.38606	-0.943418	0.902885
3.73	-6.63575	-3.40676	-0.959129	0.889766
3.74	-6.66273	-3.42747	-0.974845	0.876642
3.75	-6.6897	-3.44818	-0.990569	0.863513
3.76	-6.71668	-3.4689	-1.0063	0.850379
3.77	-6.74365	-3.48963	-1.02204	0.83724
3.78	-6.77061	-3.51036	-1.03778	0.824096
3.79	-6.79758	-3.5311	-1.05353	0.810947
3.8	-6.82455	-3.55184	-1.06929	0.797793
3.81	-6.85151	-3.57259	-1.08505	0.784635
3.82	-6.87847	-3.59334	-1.10082	0.771472
3.83	-6.90543	-3.6141	-1.11659	0.758304
3.84	-6.93239	-3.63486	-1.13238	0.745131
3.85	-6.95934	-3.65563	-1.14817	0.731954
3.86	-6.98629	-3.67641	-1.16396	0.718772
3.87	-7.01324	-3.69719	-1.17976	0.705586
3.88	-7.04019	-3.71798	-1.19557	0.692395
3.89	-7.06714	-3.73877	-1.21138	0.6792
3.9	-7.09408	-3.75957	-1.2272	0.666001
3.91	-7.12103	-3.78037	-1.24303	0.652797
3.92	-7.14797	-3.80118	-1.25886	0.639589
3.93	-7.17491	-3.82199	-1.2747	0.626377
3.94	-7.20184	-3.84281	-1.29054	0.61316
3.95	-7.22878	-3.86363	-1.30639	0.59994
3.96	-7.25571	-3.88446	-1.32225	0.586715
3.97	-7.28264	-3.9053	-1.33811	0.573486
3.98	-7.30956	-3.92613	-1.35398	0.560253
3.99	-7.33649	-3.94698	-1.36986	0.547016
4	-7.36341	-3.96783	-1.38574	0.533776
4.01	-7.39033	-3.98868	-1.40162	0.520531
4.02	-7.41725	-4.00954	-1.41751	0.507282
4.03	-7.44416	-4.0304	-1.43341	0.49403
4.04	-7.47108	-4.05127	-1.44932	0.480774
4.05	-7.49799	-4.07214	-1.46522	0.467514
4.06	-7.5249	-4.09302	-1.48114	0.45425
4.07	-7.5518	-4.1139	-1.49706	0.440983
4.08	-7.57871	-4.13479	-1.51299	0.427712
4.09	-7.60561	-4.15568	-1.52892	0.414438
4.1	-7.63251	-4.17657	-1.54486	0.40116
