j	t1(j)	t2(j)	t3(j)	t4(j)
2.07	1.40911	2.52071	3.74068	5.00871
2.08	1.41557	2.52776	3.74793	5.01648
2.09	1.422	2.5348	3.75516	5.02423
2.1	1.42842	2.54184	3.76237	5.03196
2.11	1.43481	2.54887	3.76957	5.03967
2.12	1.44118	2.5559	3.77675	5.04736
2.13	1.44753	2.56292	3.78392	5.05502
2.14	1.45386	2.56993	3.79107	5.06267
2.15	1.46017	2.57694	3.7982	5.07029
2.16	1.46646	2.58394	3.80532	5.07789
2.17	1.47272	2.59094	3.81242	5.08547
2.18	1.47897	2.59793	3.81951	5.09303
2.19	1.48519	2.60492	3.82659	5.10057
2.2	1.49139	2.6119	3.83365	5.10809
2.21	1.49757	2.61888	3.84069	5.11559
2.22	1.50372	2.62586	3.84772	5.12307
2.23	1.50986	2.63282	3.85474	5.13054
2.24	1.51597	2.63979	3.86174	5.13798
2.25	1.52206	2.64675	3.86873	5.1454
2.26	1.52814	2.6537	3.87571	5.15281
2.27	1.53419	2.66065	3.88267	5.1602
2.28	1.54021	2.6676	3.88962	5.16756
2.29	1.54622	2.67454	3.89656	5.17492
2.3	1.5522	2.68147	3.90349	5.18225
2.31	1.55817	2.68841	3.9104	5.18957
2.32	1.56411	2.69533	3.9173	5.19686
2.33	1.57003	2.70226	3.92419	5.20415
2.34	1.57593	2.70917	3.93107	5.21141
2.35	1.58181	2.71609	3.93793	5.21866
2.36	1.58766	2.723	3.94479	5.22589
2.37	1.5935	2.7299	3.95163	5.2331
2.38	1.59931	2.73681	3.95846	5.2403
2.39	1.6051	2.7437	3.96528	5.24748
2.4	1.61087	2.7506	3.97209	5.25465
2.41	1.61662	2.75748	3.97889	5.2618
2.42	1.62235	2.76437	3.98568	5.26894
2.43	1.62805	2.77125	3.99246	5.27606
2.44	1.63374	2.77812	3.99923	5.28316
2.45	1.6394	2.785	4.00599	5.29025
2.46	1.64505	2.79186	4.01274	5.29733
2.47	1.65067	2.79873	4.01948	5.30439
2.48	1.65627	2.80558	4.02621	5.31143
2.49	1.66185	2.81244	4.03293	5.31846
2.5	1.66741	2.81929	4.03964	5.32548
2.51	1.67294	2.82613	4.04635	5.33248
2.52	1.67846	2.83297	4.05304	5.33947
2.53	1.68396	2.83981	4.05972	5.34645
2.54	1.68943	2.84664	4.0664	5.35341
2.55	1.69488	2.85347	4.07307	5.36036
2.56	1.70032	2.86029	4.07973	5.36729
2.57	1.70573	2.86711	4.08638	5.37421
2.58	1.71112	2.87392	4.09303	5.38112
2.59	1.71649	2.88073	4.09966	5.38802
2.6	1.72184	2.88753	4.10629	5.3949
2.61	1.72717	2.89433	4.11291	5.40177
2.62	1.73248	2.90112	4.11953	5.40863
2.63	1.73777	2.90791	4.12613	5.41547
2.64	1.74304	2.9147	4.13273	5.4223
2.65	1.74829	2.92147	4.13932	5.42912
2.66	1.75352	2.92825	4.14591	5.43593
2.67	1.75872	2.93502	4.15249	5.44272
2.68	1.76391	2.94178	4.15906	5.44951
2.69	1.76908	2.94854	4.16562	5.45628
2.7	1.77423	2.95529	4.17218	5.46304
2.71	1.77935	2.96204	4.17873	5.46979
2.72	1.78446	2.96878	4.18528	5.47653
2.73	1.78955	2.97551	4.19182	5.48325
2.74	1.79462	2.98224	4.19835	5.48997
2.75	1.79967	2.98897	4.20488	5.49667
2.76	1.80469	2.99568	4.2114	5.50337
2.77	1.8097	3.0024	4.21792	5.51005
2.78	1.81469	3.0091	4.22443	5.51672
2.79	1.81966	3.0158	4.23094	5.52338
2.8	1.82461	3.0225	4.23744	5.53003
2.81	1.82954	3.02918	4.24393	5.53667
2.82	1.83446	3.03587	4.25042	5.5433
2.83	1.83935	3.04254	4.2569	5.54992
2.84	1.84422	3.04921	4.26338	5.55653
2.85	1.84908	3.05587	4.26986	5.56313
2.86	1.85391	3.06253	4.27633	5.56972
2.87	1.85873	3.06917	4.28279	5.5763
2.88	1.86353	3.07581	4.28926	5.58287
2.89	1.86831	3.08245	4.29571	5.58943
2.9	1.87307	3.08908	4.30216	5.59598
2.91	1.87781	3.0957	4.30861	5.60252
2.92	1.88253	3.10231	4.31505	5.60906
2.93	1.88724	3.10891	4.32149	5.61558
2.94	1.89193	3.11551	4.32793	5.62209
2.95	1.89659	3.1221	4.33436	5.6286
2.96	1.90125	3.12869	4.34079	5.63509
2.97	1.90588	3.13526	4.34721	5.64158
2.98	1.91049	3.14183	4.35363	5.64806
2.99	1.91509	3.14839	4.36005	5.65453
3	1.91967	3.15494	4.36646	5.66099
3.01	1.92423	3.16148	4.37287	5.66744
