u	psi
3.01973	0.000659593
3.07767	0.000681908
3.13693	0.000705293
3.19757	0.000729827
3.25966	0.0007556
3.32325	0.000782708
3.3884	0.000811265
3.45519	0.000841393
3.52368	0.000873234
3.59393	0.000906943
3.66602	0.000942702
3.74002	0.000980708
3.816	0.00102119
3.89404	0.00106441
3.97422	0.00111065
4.05659	0.00116023
4.14126	0.00121353
4.22828	0.00127094
4.31773	0.00133292
4.40969	0.00139997
4.50422	0.00147264
4.60141	0.00155155
4.70132	0.00163736
4.80402	0.00173079
4.90957	0.00183265
5.01805	0.00194377
5.1295	0.00206507
5.244	0.00219752
5.3616	0.00234218
5.48236	0.00250014
5.60633	0.00267258
5.73357	0.00286075
5.86413	0.00306596
5.99806	0.0032896
6.13541	0.00353314
6.27622	0.00379814
6.42055	0.00408624
6.56843	0.00439918
6.7199	0.0047388
6.87501	0.00510706
7.03379	0.00550602
7.19628	0.00593787
7.3625	0.00640492
7.53249	0.00690961
7.70629	0.00745452
7.8839	0.00804234
8.06537	0.00867594
8.2507	0.00935829
8.43992	0.0100925
8.63304	0.0108819
8.83009	0.0117298
9.03106	0.0126398
9.23598	0.0136156
9.44485	0.0146609
9.65768	0.0157796
9.87447	0.0169759
10.0952	0.0182539
10.3199	0.0196177
10.5486	0.0210719
10.7812	0.0226207
11.0178	0.0242687
11.2583	0.0260204
11.5028	0.0278804
11.7511	0.0298534
12.0034	0.0319439
12.2596	0.0341566
12.5196	0.0364961
12.7835	0.0389668
13.0512	0.0415733
13.3227	0.0443199
13.598	0.047211
13.8771	0.0502505
14.1599	0.0534425
14.4463	0.0567907
14.7365	0.0602988
15.0303	0.0639701
15.3277	0.0678076
15.6286	0.0718142
15.9331	0.0759923
16.2411	0.0803443
16.5525	0.0848719
16.8674	0.0895766
17.1856	0.0944596
17.5072	0.0995216
17.832	0.104763
18.1601	0.110184
18.4914	0.115783
18.8258	0.12156
19.1633	0.127513
19.5039	0.133641
19.8475	0.139941
20.1941	0.14641
20.5436	0.153046
20.8959	0.159844
21.251	0.1668
21.6089	0.17391
21.9695	0.181169
22.3328	0.188571
22.6986	0.19611
23.067	0.203781
23.4379	0.211577
23.8112	0.21949
24.1869	0.227514
24.5649	0.235641
24.9452	0.243863
25.3277	0.252172
25.7123	0.260559
26.0991	0.269016
26.4879	0.277535
26.8787	0.286105
27.2714	0.294718
27.666	0.303365
28.0624	0.312035
28.4606	0.320721
28.8605	0.329412
29.262	0.338098
29.6651	0.34677
30.0697	0.355419
30.4759	0.364035
30.8834	0.372608
31.2923	0.381129
31.7025	0.389589
32.1139	0.397978
32.5266	0.406287
32.9403	0.414508
33.3552	0.422631
33.771	0.430647
34.1878	0.438549
34.6055	0.446327
35.024	0.453973
35.4433	0.461481
35.8634	0.46884
36.2841	0.476045
36.7054	0.483087
37.1273	0.48996
37.5496	0.496656
37.9724	0.503168
38.3956	0.509491
38.8191	0.515617
39.2429	0.521541
39.6669	0.527257
40.091	0.532759
40.5152	0.538041
40.9394	0.543099
41.3637	0.547928
41.7878	0.552523
42.2118	0.556879
42.6356	0.560992
43.0592	0.564859
43.4824	0.568475
43.9053	0.571837
44.3278	0.574941
44.7497	0.577786
45.1712	0.580367
45.592	0.582682
46.0122	0.58473
46.4316	0.586507
46.8503	0.588013
47.2682	0.589245
47.6852	0.590202
48.1013	0.590884
48.5163	0.59129
48.9303	0.591419
49.3432	0.59127
49.755	0.590845
50.1655	0.590143
50.5747	0.589164
50.9826	0.587911
51.3891	0.586383
51.7941	0.584583
52.1977	0.582512
52.5997	0.580172
53	0.577566
53.3987	0.574696
53.7957	0.571564
54.1909	0.568175
54.5842	0.564531
54.9757	0.560636
55.3652	0.556495
55.7527	0.552111
56.1381	0.547489
56.5214	0.542634
56.9026	0.537551
57.2815	0.532245
57.6582	0.526722
58.0325	0.520988
58.4044	0.515048
58.7739	0.50891
59.1409	0.50258
59.5054	0.496063
59.8673	0.489368
60.2265	0.482502
60.583	0.475472
60.9368	0.468284
61.2877	0.460948
61.6358	0.45347
61.981	0.445859
62.3233	0.438123
62.6625	0.43027
62.9987	0.422307
63.3318	0.414244
63.6617	0.406089
63.9884	0.39785
64.3119	0.389536
64.632	0.381154
64.9488	0.372714
65.2623	0.364225
65.5722	0.355693
65.8787	0.347129
66.1816	0.338539
66.481	0.329933
66.7768	0.321319
67.0688	0.312705
67.3572	0.304098
67.6418	0.295507
67.9226	0.286939
68.1995	0.278403
68.4726	0.269905
68.7417	0.261453
69.0069	0.253053
69.268	0.244714
69.5251	0.236441
69.7782	0.228242
70.027	0.220123
70.2718	0.212089
70.5123	0.204148
70.7486	0.196304
70.9806	0.188563
71.2083	0.180932
71.4316	0.173414
71.6506	0.166015
71.8651	0.15874
72.0752	0.151592
72.2808	0.144577
72.4819	0.137699
72.6785	0.13096
72.8704	0.124366
73.0578	0.117919
73.2405	0.111623
73.4186	0.10548
73.592	0.0994943
73.7606	0.0936676
73.9245	0.0880027
74.0837	0.0825019
74.238	0.0771673
74.3875	0.0720009
74.5322	0.0670046
74.672	0.0621801
74.8069	0.0575288
74.9369	0.0530523
75.062	0.0487517
75.1821	0.0446283
75.2972	0.040683
75.4074	0.0369169
75.5125	0.0333308
75.6127	0.0299253
75.7077	0.0267013
75.7978	0.0236592
75.8828	0.0207996
75.9626	0.018123
76.0374	0.0156297
76.1071	0.01332
76.1717	0.0111943
76.2311	0.00925277
76.2854	0.00749565
76.3346	0.00592311
76.3786	0.00453528
76.4174	0.00333229
76.4511	0.00231423
76.4796	0.00148118
76.503	0.000833196
76.5211	0.000370319
76.5341	9.25811e-05
