u	psi
19.5039	0.313252
19.8475	0.326135
20.1941	0.339126
20.5436	0.352196
20.8959	0.365313
21.251	0.378444
21.6089	0.391554
21.9695	0.404607
22.3328	0.417568
22.6986	0.430397
23.067	0.443057
23.4379	0.455509
23.8112	0.467711
24.1869	0.479625
24.5649	0.491209
24.9452	0.502424
25.3277	0.513229
25.7123	0.523585
26.0991	0.533452
26.4879	0.542791
26.8787	0.551565
27.2714	0.559737
27.666	0.567271
28.0624	0.574133
28.4606	0.58029
28.8605	0.585712
29.262	0.590369
29.6651	0.594233
30.0697	0.59728
30.4759	0.599486
30.8834	0.60083
31.2923	0.601293
31.7025	0.600859
32.1139	0.599516
32.5266	0.59725
32.9403	0.594054
33.3552	0.589922
33.771	0.58485
34.1878	0.578838
34.6055	0.571888
35.024	0.564004
35.4433	0.555194
35.8634	0.545467
36.2841	0.534836
36.7054	0.523316
37.1273	0.510925
37.5496	0.497682
37.9724	0.483609
38.3956	0.468732
38.8191	0.453076
39.2429	0.43667
39.6669	0.419546
40.091	0.401736
40.5152	0.383274
40.9394	0.364196
41.3637	0.34454
41.7878	0.324345
42.2118	0.303652
42.6356	0.282501
43.0592	0.260935
43.4824	0.238998
43.9053	0.216734
44.3278	0.194188
44.7497	0.171405
45.1712	0.148431
45.592	0.125312
46.0122	0.102094
46.4316	0.0788231
46.8503	0.0555451
47.2682	0.0323057
47.6852	0.00915
48.1013	-0.0138773
48.5163	-0.0367324
48.9303	-0.059372
49.3432	-0.0817538
49.755	-0.103837
50.1655	-0.12558
50.5747	-0.146946
50.9826	-0.167896
51.3891	-0.188395
51.7941	-0.208407
52.1977	-0.227899
52.5997	-0.246841
53	-0.265202
53.3987	-0.282955
53.7957	-0.300073
54.1909	-0.316533
54.5842	-0.332312
54.9757	-0.34739
55.3652	-0.361748
55.7527	-0.375371
56.1381	-0.388245
56.5214	-0.400357
56.9026	-0.411697
57.2815	-0.422257
57.6582	-0.432032
58.0325	-0.441017
58.4044	-0.44921
58.7739	-0.456612
59.1409	-0.463223
59.5054	-0.469049
59.8673	-0.474094
60.2265	-0.478366
60.583	-0.481874
60.9368	-0.484628
61.2877	-0.486641
61.6358	-0.487926
61.981	-0.488499
62.3233	-0.488376
62.6625	-0.487574
62.9987	-0.486114
63.3318	-0.484014
63.6617	-0.481295
63.9884	-0.47798
64.3119	-0.474091
64.632	-0.469652
64.9488	-0.464686
65.2623	-0.459219
65.5722	-0.453275
65.8787	-0.446879
66.1816	-0.440058
66.481	-0.432837
66.7768	-0.425243
67.0688	-0.4173
67.3572	-0.409036
67.6418	-0.400477
67.9226	-0.391647
68.1995	-0.382572
68.4726	-0.373278
68.7417	-0.363789
69.0069	-0.35413
69.268	-0.344325
69.5251	-0.334397
69.7782	-0.324368
70.027	-0.314261
70.2718	-0.304098
70.5123	-0.293899
70.7486	-0.283685
70.9806	-0.273475
71.2083	-0.263287
71.4316	-0.253141
71.6506	-0.243052
71.8651	-0.233039
72.0752	-0.223115
72.2808	-0.213297
72.4819	-0.203598
72.6785	-0.194032
72.8704	-0.184612
73.0578	-0.175349
73.2405	-0.166254
73.4186	-0.157338
73.592	-0.148612
73.7606	-0.140083
73.9245	-0.13176
74.0837	-0.123652
74.238	-0.115765
74.3875	-0.108106
74.5322	-0.100681
74.672	-0.0934949
74.8069	-0.0865539
74.9369	-0.079862
75.062	-0.0734232
75.1821	-0.0672413
75.2972	-0.0613196
75.4074	-0.0556608
75.5125	-0.0502677
75.6127	-0.0451424
75.7077	-0.040287
75.7978	-0.0357031
75.8828	-0.0313922
75.9626	-0.0273555
76.0374	-0.0235942
76.1071	-0.020109
76.1717	-0.0169008
76.2311	-0.0139702
76.2854	-0.0113176
76.3346	-0.00894343
76.3786	-0.00684803
76.4174	-0.00503163
76.4511	-0.00349442
76.4796	-0.00223655
76.503	-0.00125811
76.5211	-0.000559174
76.5341	-0.000139796
