u	psi
6.27622	0.0165753
6.42055	0.0153079
6.56843	0.0140525
6.7199	0.0130166
6.87501	0.0119725
7.03379	0.0111312
7.19628	0.0102645
7.3625	0.00958664
7.53249	0.00886885
7.70629	0.00832838
7.8839	0.00773594
8.06537	0.00731147
8.2507	0.00682504
8.43992	0.00649904
8.63304	0.00610284
8.83009	0.00586104
9.03106	0.0055423
9.23598	0.00537319
9.44485	0.00512161
9.65768	0.00501591
9.87447	0.00482326
10.0952	0.00477357
10.3199	0.00463328
10.5486	0.00463365
10.7812	0.00454046
11.0178	0.00458614
11.2583	0.00453582
11.5028	0.00462294
11.7511	0.00461203
12.0034	0.00473735
12.2596	0.00476291
12.5196	0.00492362
12.7835	0.00498303
13.0512	0.00517653
13.3227	0.00526729
13.598	0.00549102
13.8771	0.00561059
14.1599	0.00586188
14.4463	0.00600752
14.7365	0.00628345
15.0303	0.00645213
15.3277	0.00674938
15.6286	0.00693764
15.9331	0.00725246
16.2411	0.00745635
16.5525	0.00778448
16.8674	0.00799951
17.1856	0.00833612
17.5072	0.00855724
17.832	0.00889695
18.1601	0.00911858
18.4914	0.00945548
18.8258	0.00967153
19.1633	0.00999927
19.5039	0.0102032
19.8475	0.0105151
20.1941	0.0107001
20.5436	0.0109891
20.8959	0.0111483
21.251	0.0114073
21.6089	0.0115335
21.9695	0.0117556
22.3328	0.0118421
22.6986	0.0120205
23.067	0.0120608
23.4379	0.0121891
23.8112	0.0121772
24.1869	0.0122499
24.5649	0.0121807
24.9452	0.0121929
25.3277	0.0120621
25.7123	0.0120101
26.0991	0.0118144
26.4879	0.0116955
26.8787	0.011433
27.2714	0.0112459
27.666	0.0109161
28.0624	0.0106608
28.4606	0.0102644
28.8605	0.00994249
29.262	0.00948189
29.6651	0.00909625
30.0697	0.00857515
30.4759	0.00813025
30.8834	0.00755383
31.2923	0.00705549
31.7025	0.00643026
32.1139	0.00588558
32.5266	0.00521927
32.9403	0.0046365
33.3552	0.00393793
33.771	0.00332629
34.1878	0.00260514
34.6055	0.00197466
35.024	0.0012413
35.4433	0.000602549
35.8634	-0.000132199
36.2841	-0.000768302
36.7054	-0.00149341
37.1273	-0.00211586
37.5496	-0.00282034
37.9724	-0.00341827
38.3956	-0.00409139
38.8191	-0.00465434
39.2429	-0.00528589
39.6669	-0.005804
40.091	-0.00638448
40.5152	-0.00684875
40.9394	-0.0073696
41.3637	-0.00777201
41.7878	-0.00822577
42.2118	-0.00855949
42.6356	-0.00893995
43.0592	-0.00919948
43.4824	-0.0095018
43.9053	-0.00968304
44.3278	-0.00990383
44.7497	-0.0100041
45.1712	-0.0101415
45.592	-0.0101598
46.0122	-0.0102133
46.4316	-0.01015
46.8503	-0.0101208
47.2682	-0.00997766
47.6852	-0.00986837
48.1013	-0.00964863
48.5163	-0.00946308
48.9303	-0.00917132
49.3432	-0.00891463
49.755	-0.00855655
50.1655	-0.00823493
50.5747	-0.00781725
50.9826	-0.00743787
51.3891	-0.00696814
51.7941	-0.00653891
52.1977	-0.00602539
52.5997	-0.00555481
53	-0.0050062
53.3987	-0.00450315
53.7957	-0.00392847
54.1909	-0.00340204
54.5842	-0.00281039
54.9757	-0.00226967
55.3652	-0.00167009
55.7527	-0.001124
56.1381	-0.000525255
56.5214	1.76035e-05
56.9026	0.000607158
57.2815	0.00113869
57.6582	0.00171124
58.0325	0.00222396
58.4044	0.00277239
58.7739	0.00325953
59.1409	0.00377748
59.5054	0.0042331
59.8673	0.00471508
60.2265	0.00513411
60.583	0.00557551
60.9368	0.0059538
61.2877	0.00635098
61.6358	0.00668532
61.981	0.00703553
62.3233	0.00732365
62.6625	0.00762512
62.9987	0.00786564
63.3318	0.00811744
63.6617	0.00830988
63.9884	0.00851195
64.3119	0.0086566
64.632	0.00880966
64.9488	0.00890757
65.2623	0.00901303
65.5722	0.00906591
65.8787	0.00912579
66.1816	0.00913591
66.481	0.00915277
66.7768	0.00912288
67.0688	0.00909971
67.3572	0.00903295
67.6418	0.00897308
67.9226	0.00887288
68.1995	0.00877989
68.4726	0.00864989
68.7417	0.00852751
69.0069	0.00837146
69.268	0.00822353
69.5251	0.00804523
69.7782	0.00787557
70.027	0.00767879
70.2718	0.00749118
70.5123	0.0072796
70.7486	0.00707771
70.9806	0.00685488
71.2083	0.00664221
71.4316	0.00641149
71.6506	0.00619133
71.8651	0.00595587
72.0752	0.0057313
72.2808	0.00549401
72.4819	0.00526786
72.6785	0.00503139
72.8704	0.00480623
73.0578	0.00457297
73.2405	0.0043511
73.4186	0.00412317
73.592	0.00390663
73.7606	0.00368589
73.9245	0.00347647
74.0837	0.00326453
74.238	0.00306376
74.3875	0.00286198
74.5322	0.00267117
74.672	0.00248071
74.8069	0.00230096
74.9369	0.00212275
75.062	0.00195496
75.1821	0.00178977
75.2972	0.00163467
75.4074	0.0014831
75.5125	0.00134127
75.6127	0.00120378
75.7077	0.00107568
75.7978	0.000952603
75.8828	0.00083858
75.9626	0.000730164
76.0374	0.000630471
76.1071	0.000536879
76.1717	0.000451706
76.2311	0.00037304
76.2854	0.000302518
76.3346	0.000238833
76.3786	0.000183058
76.4174	0.000134374
76.4511	9.34132e-05
76.4796	5.97299e-05
76.503	3.36316e-05
76.5211	1.49335e-05
76.5341	3.73635e-06
