j	t1(j)	t2(j)	t3(j)	t4(j)
3.02	3.31704	4.96176	6.50868	8.03266
3.03	3.33136	4.97913	6.52798	8.05334
3.04	3.34569	4.9965	6.54729	8.07402
3.05	3.36003	5.01388	6.56661	8.09471
3.06	3.37439	5.03128	6.58594	8.11541
3.07	3.38875	5.04868	6.60527	8.13611
3.08	3.40313	5.06608	6.62461	8.15682
3.09	3.41751	5.0835	6.64395	8.17753
3.1	3.43191	5.10093	6.6633	8.19824
3.11	3.44632	5.11836	6.68266	8.21896
3.12	3.46074	5.13581	6.70203	8.23968
3.13	3.47517	5.15326	6.7214	8.26041
3.14	3.48961	5.17072	6.74078	8.28115
3.15	3.50407	5.18818	6.76016	8.30188
3.16	3.51853	5.20566	6.77956	8.32263
3.17	3.53301	5.22315	6.79895	8.34338
3.18	3.54749	5.24064	6.81836	8.36413
3.19	3.56199	5.25814	6.83777	8.38489
3.2	3.5765	5.27565	6.85719	8.40565
3.21	3.59102	5.29317	6.87662	8.42642
3.22	3.60555	5.3107	6.89605	8.44719
3.23	3.62009	5.32824	6.91549	8.46797
3.24	3.63465	5.34578	6.93494	8.48875
3.25	3.64921	5.36333	6.95439	8.50953
3.26	3.66379	5.38089	6.97385	8.53033
3.27	3.67838	5.39846	6.99331	8.55112
3.28	3.69298	5.41604	7.01279	8.57192
3.29	3.70759	5.43363	7.03227	8.59273
3.3	3.72221	5.45122	7.05175	8.61354
3.31	3.73684	5.46883	7.07125	8.63435
3.32	3.75148	5.48644	7.09075	8.65518
3.33	3.76614	5.50406	7.11025	8.676
3.34	3.78081	5.52168	7.12976	8.69683
3.35	3.79548	5.53932	7.14928	8.71767
3.36	3.81017	5.55697	7.16881	8.7385
3.37	3.82487	5.57462	7.18834	8.75935
3.38	3.83958	5.59228	7.20788	8.7802
3.39	3.85431	5.60995	7.22743	8.80105
3.4	3.86904	5.62763	7.24698	8.82191
3.41	3.88379	5.64531	7.26654	8.84277
3.42	3.89854	5.66301	7.2861	8.86364
3.43	3.91331	5.68071	7.30568	8.88452
3.44	3.92809	5.69842	7.32526	8.90539
3.45	3.94288	5.71614	7.34484	8.92628
3.46	3.95768	5.73387	7.36443	8.94717
3.47	3.9725	5.75161	7.38403	8.96806
3.48	3.98732	5.76935	7.40364	8.98896
3.49	4.00216	5.7871	7.42325	9.00986
3.5	4.017	5.80486	7.44287	9.03076
3.51	4.03186	5.82263	7.46249	9.05168
3.52	4.04673	5.84041	7.48212	9.07259
3.53	4.06161	5.8582	7.50176	9.09351
3.54	4.07651	5.87599	7.5214	9.11444
3.55	4.09141	5.89379	7.54105	9.13537
3.56	4.10633	5.9116	7.56071	9.15631
3.57	4.12125	5.92942	7.58038	9.17725
3.58	4.13619	5.94725	7.60005	9.19819
3.59	4.15114	5.96508	7.61972	9.21914
3.6	4.1661	5.98292	7.63941	9.2401
3.61	4.18107	6.00078	7.6591	9.26106
3.62	4.19606	6.01864	7.67879	9.28202
3.63	4.21105	6.0365	7.69849	9.30299
3.64	4.22606	6.05438	7.7182	9.32397
3.65	4.24107	6.07226	7.73792	9.34495
3.66	4.2561	6.09015	7.75764	9.36593
3.67	4.27114	6.10806	7.77737	9.38692
