j	t1(j)	t2(j)	t3(j)	t4(j)
2.98	2.69119	4.63424	6.65314	8.71525
2.99	2.70232	4.64956	6.6725	8.73845
3	2.71347	4.66489	6.69187	8.76165
3.01	2.72462	4.68022	6.71123	8.78485
3.02	2.73579	4.69556	6.7306	8.80804
3.03	2.74697	4.71091	6.74996	8.83123
3.04	2.75816	4.72626	6.76933	8.85442
3.05	2.76937	4.74162	6.7887	8.87761
3.06	2.78058	4.75699	6.80808	8.90079
3.07	2.79181	4.77236	6.82745	8.92397
3.08	2.80305	4.78774	6.84683	8.94714
3.09	2.8143	4.80313	6.8662	8.97031
3.1	2.82556	4.81853	6.88558	8.99348
3.11	2.83684	4.83393	6.90496	9.01665
3.12	2.84813	4.84934	6.92435	9.03982
3.13	2.85943	4.86476	6.94373	9.06298
3.14	2.87074	4.88018	6.96312	9.08614
3.15	2.88206	4.89561	6.98251	9.1093
3.16	2.8934	4.91105	7.0019	9.13245
3.17	2.90475	4.92649	7.02129	9.1556
3.18	2.91611	4.94195	7.04069	9.17876
3.19	2.92748	4.95741	7.06009	9.2019
3.2	2.93887	4.97287	7.07949	9.22505
3.21	2.95026	4.98835	7.09889	9.24819
3.22	2.96167	5.00383	7.1183	9.27133
3.23	2.97309	5.01932	7.1377	9.29447
3.24	2.98453	5.03481	7.15711	9.31761
3.25	2.99597	5.05032	7.17652	9.34075
3.26	3.00743	5.06583	7.19594	9.36388
3.27	3.0189	5.08134	7.21536	9.38701
3.28	3.03038	5.09687	7.23478	9.41014
3.29	3.04188	5.1124	7.2542	9.43327
3.3	3.05339	5.12794	7.27362	9.4564
3.31	3.06491	5.14349	7.29305	9.47952
3.32	3.07644	5.15905	7.31248	9.50265
3.33	3.08798	5.17461	7.33191	9.52577
3.34	3.09954	5.19018	7.35135	9.54889
3.35	3.11111	5.20576	7.37079	9.57201
3.36	3.12269	5.22135	7.39023	9.59513
3.37	3.13429	5.23694	7.40967	9.61824
3.38	3.14589	5.25254	7.42912	9.64136
3.39	3.15751	5.26815	7.44857	9.66447
3.4	3.16914	5.28377	7.46802	9.68759
3.41	3.18079	5.29939	7.48748	9.7107
3.42	3.19244	5.31503	7.50694	9.73381
3.43	3.20411	5.33067	7.5264	9.75692
3.44	3.21579	5.34631	7.54587	9.78003
3.45	3.22749	5.36197	7.56534	9.80313
3.46	3.23919	5.37763	7.58481	9.82624
3.47	3.25091	5.3933	7.60428	9.84935
3.48	3.26264	5.40898	7.62376	9.87245
3.49	3.27439	5.42467	7.64324	9.89555
3.5	3.28614	5.44036	7.66273	9.91866
3.51	3.29791	5.45607	7.68221	9.94176
3.52	3.30969	5.47178	7.70171	9.96486
3.53	3.32149	5.4875	7.7212	9.98796
3.54	3.33329	5.50322	7.7407	10.0111
3.55	3.34511	5.51896	7.7602	10.0342
3.56	3.35694	5.5347	7.77971	10.0573
3.57	3.36879	5.55045	7.79922	10.0804
3.58	3.38065	5.56621	7.81873	10.1035
3.59	3.39252	5.58198	7.83824	10.1266
3.6	3.4044	5.59775	7.85776	10.1497
3.61	3.41629	5.61353	7.87729	10.1728
3.62	3.4282	5.62932	7.89681	10.1959
3.63	3.44012	5.64512	7.91635	10.219
3.64	3.45205	5.66093	7.93588	10.242
3.65	3.464	5.67674	7.95542	10.2651
3.66	3.47595	5.69257	7.97496	10.2882
3.67	3.48792	5.7084	7.99451	10.3113
3.68	3.49991	5.72424	8.01406	10.3344
3.69	3.5119	5.74009	8.03361	10.3575
3.7	3.52391	5.75594	8.05317	10.3806
3.71	3.53593	5.77181	8.07273	10.4037
3.72	3.54796	5.78768	8.09229	10.4268
3.73	3.56001	5.80356	8.11186	10.4499
3.74	3.57207	5.81945	8.13144	10.473
