j	t1(j)	t2(j)	t3(j)	t4(j)
3.09	-5.90216	-2.85897	-0.556034	1.21951
3.1	-5.93422	-2.88346	-0.574688	1.20386
3.11	-5.96629	-2.90797	-0.593354	1.1882
3.12	-5.99835	-2.9325	-0.612033	1.17253
3.13	-6.03042	-2.95703	-0.630724	1.15685
3.14	-6.06249	-2.98158	-0.649427	1.14116
3.15	-6.09456	-3.00614	-0.668143	1.12546
3.16	-6.12663	-3.03071	-0.68687	1.10975
3.17	-6.1587	-3.0553	-0.70561	1.09403
3.18	-6.19077	-3.07989	-0.724363	1.0783
3.19	-6.22284	-3.1045	-0.743127	1.06256
3.2	-6.25492	-3.12912	-0.761903	1.04681
3.21	-6.28699	-3.15375	-0.780691	1.03105
3.22	-6.31906	-3.17839	-0.799491	1.01528
3.23	-6.35114	-3.20305	-0.818303	0.999505
3.24	-6.38321	-3.22771	-0.837126	0.983719
3.25	-6.41529	-3.25239	-0.855961	0.967924
3.26	-6.44736	-3.27708	-0.874808	0.952119
3.27	-6.47944	-3.30178	-0.893666	0.936306
3.28	-6.51151	-3.32649	-0.912536	0.920484
3.29	-6.54359	-3.35121	-0.931417	0.904653
3.3	-6.57567	-3.37595	-0.95031	0.888814
3.31	-6.60775	-3.40069	-0.969214	0.872966
3.32	-6.63982	-3.42545	-0.988129	0.857109
3.33	-6.6719	-3.45021	-1.00706	0.841245
3.34	-6.70398	-3.47499	-1.02599	0.825372
3.35	-6.73606	-3.49978	-1.04494	0.809491
3.36	-6.76813	-3.52457	-1.0639	0.793601
3.37	-6.80021	-3.54938	-1.08287	0.777704
3.38	-6.83229	-3.5742	-1.10186	0.761799
3.39	-6.86437	-3.59903	-1.12085	0.745886
3.4	-6.89644	-3.62387	-1.13985	0.729965
3.41	-6.92852	-3.64872	-1.15887	0.714036
3.42	-6.9606	-3.67357	-1.17789	0.6981
3.43	-6.99267	-3.69844	-1.19693	0.682156
3.44	-7.02475	-3.72332	-1.21597	0.666204
3.45	-7.05683	-3.74821	-1.23503	0.650245
3.46	-7.0889	-3.77311	-1.2541	0.634279
3.47	-7.12098	-3.79802	-1.27318	0.618306
3.48	-7.15305	-3.82294	-1.29227	0.602325
3.49	-7.18513	-3.84787	-1.31137	0.586337
3.5	-7.2172	-3.8728	-1.33048	0.570342
3.51	-7.24928	-3.89775	-1.3496	0.55434
3.52	-7.28135	-3.92271	-1.36873	0.538331
3.53	-7.31342	-3.94767	-1.38787	0.522315
3.54	-7.34549	-3.97265	-1.40702	0.506293
3.55	-7.37757	-3.99763	-1.42618	0.490264
3.56	-7.40964	-4.02262	-1.44535	0.474228
3.57	-7.44171	-4.04763	-1.46453	0.458185
3.58	-7.47378	-4.07264	-1.48373	0.442136
3.59	-7.50585	-4.09766	-1.50293	0.42608
3.6	-7.53791	-4.12269	-1.52214	0.410018
3.61	-7.56998	-4.14772	-1.54136	0.393949
3.62	-7.60205	-4.17277	-1.56059	0.377875
3.63	-7.63411	-4.19783	-1.57983	0.361794
3.64	-7.66618	-4.22289	-1.59908	0.345706
3.65	-7.69824	-4.24796	-1.61834	0.329613
3.66	-7.73031	-4.27304	-1.63762	0.313514
3.67	-7.76237	-4.29813	-1.6569	0.297408
3.68	-7.79443	-4.32323	-1.67619	0.281297
3.69	-7.82649	-4.34834	-1.69548	0.265179
3.7	-7.85855	-4.37345	-1.71479	0.249056
3.71	-7.89061	-4.39858	-1.73411	0.232927
3.72	-7.92266	-4.42371	-1.75344	0.216792
3.73	-7.95472	-4.44885	-1.77278	0.200652
3.74	-7.98678	-4.47399	-1.79213	0.184506
3.75	-8.01883	-4.49915	-1.81148	0.168354
3.76	-8.05088	-4.52431	-1.83085	0.152197
3.77	-8.08293	-4.54948	-1.85022	0.136034
3.78	-8.11498	-4.57466	-1.86961	0.119866
3.79	-8.14703	-4.59985	-1.889	0.103693
3.8	-8.17908	-4.62504	-1.90841	0.087514
3.81	-8.21112	-4.65024	-1.92782	0.0713299
3.82	-8.24317	-4.67545	-1.94724	0.0551405
3.83	-8.27521	-4.70067	-1.96667	0.038946
3.84	-8.30726	-4.72589	-1.98611	0.0227463
3.85	-8.3393	-4.75112	-2.00556	0.00654152
3.86	-8.37133	-4.77636	-2.02502	-0.00966832
3.87	-8.40337	-4.80161	-2.04448	-0.0258832
3.88	-8.43541	-4.82686	-2.06396	-0.042103
3.89	-8.46744	-4.85212	-2.08344	-0.0583277
3.9	-8.49948	-4.87739	-2.10294	-0.0745573
3.91	-8.53151	-4.90267	-2.12244	-0.0907918
3.92	-8.56354	-4.92795	-2.14195	-0.107031
3.93	-8.59557	-4.95324	-2.16147	-0.123275
3.94	-8.62759	-4.97854	-2.181	-0.139524
3.95	-8.65962	-5.00384	-2.20054	-0.155777
3.96	-8.69164	-5.02915	-2.22008	-0.172035
3.97	-8.72366	-5.05447	-2.23964	-0.188298
3.98	-8.75569	-5.07979	-2.2592	-0.204565
3.99	-8.7877	-5.10512	-2.27877	-0.220836
4	-8.81972	-5.13046	-2.29835	-0.237113
4.01	-8.85174	-5.1558	-2.31794	-0.253393
4.02	-8.88375	-5.18115	-2.33754	-0.269678
4.03	-8.91576	-5.20651	-2.35715	-0.285967
4.04	-8.94777	-5.23187	-2.37676	-0.302261
4.05	-8.97978	-5.25724	-2.39638	-0.318559
4.06	-9.01178	-5.28261	-2.41601	-0.334861
4.07	-9.04379	-5.308	-2.43565	-0.351167
4.08	-9.07579	-5.33339	-2.4553	-0.367478
4.09	-9.10779	-5.35878	-2.47496	-0.383792
4.1	-9.13979	-5.38418	-2.49462	-0.400111
